I;II;III;IV;V;GS;suma;BP;z-s;Liczba;b³;as;eff%;liczba;b³1;poz%;perf%;liczba1;b³2;blok;Pkt;skut%;eff%1;pkt;wyblok;Nazwisko;Klub;Klucz;Data spotkania
4;4;4;;;-;13;3;5;5;0;1;20%;0;0;-;-;29;3;5;11;38%;10%;1;1;9 Joanna Sikorska ;I£ Capital Legionovia Legionowo;11.03.2021I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;11.03.2021, 18:00
*;*;*;;;-;0;0;0;2;0;0;0%;0;0;-;-;0;0;0;0;-;-;0;0;10 Katarzyna Wenerska ;I£ Capital Legionovia Legionowo;11.03.2021I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;11.03.2021, 18:00
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;14 Pola Nowacka (L);I£ Capital Legionovia Legionowo;11.03.2021I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;11.03.2021, 18:00
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;15 Natalia Skrzypkowska ;I£ Capital Legionovia Legionowo;11.03.2021I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;11.03.2021, 18:00
*;*;*;;;-;2;1;0;1;0;0;0%;0;0;-;-;5;0;2;2;40%;0%;0;0;18 Wiktoria Kowalska ;I£ Capital Legionovia Legionowo;11.03.2021I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;11.03.2021, 18:00
;*;;;;-;0;0;0;0;0;0;-;2;0;50%;0%;2;0;0;0;0%;0%;0;0;19 Adrianna Muszyñska ;I£ Capital Legionovia Legionowo;11.03.2021I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;11.03.2021, 18:00
2;2;2;;;-;6;1;4;9;2;0;-22%;10;0;30%;0%;20;0;0;6;30%;30%;0;0;21 Oliwia Urban ;I£ Capital Legionovia Legionowo;11.03.2021I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;11.03.2021, 18:00
3;3;3;;;-;3;1;2;7;0;0;0%;2;0;50%;50%;8;0;1;2;25%;12%;1;2;95 Magdalena Jurczyk ;I£ Capital Legionovia Legionowo;11.03.2021I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;11.03.2021, 18:00
3;3;3;;;-;5;2;-2;7;1;1;0%;0;0;-;-;19;5;1;3;16%;-16%;1;1;1 Alexandra Dascalu ;I£ Capital Legionovia Legionowo;08.02.2021I£ Capital Legionovia Legionowo-3:2-Grupa Azoty Chemik Police;08.02.2021, 20:30
*;*;*;*;*;-;0;0;0;0;0;0;-;28;0;46%;29%;0;0;0;0;-;-;0;1;3 Monika Jag³a (L);I£ Capital Legionovia Legionowo;08.02.2021I£ Capital Legionovia Legionowo-3:2-Grupa Azoty Chemik Police;08.02.2021, 20:30
5;5;5;6;5;-;17;6;15;14;1;0;-7%;1;0;100%;100%;19;0;1;14;74%;68%;3;4;4 Marta Pol ;I£ Capital Legionovia Legionowo;08.02.2021I£ Capital Legionovia Legionowo-3:2-Grupa Azoty Chemik Police;08.02.2021, 20:30
2;2;2;3;2;-;10;5;6;15;3;0;-20%;0;0;-;-;12;0;1;4;33%;25%;6;2;5 Magdalena Hawry³a ;I£ Capital Legionovia Legionowo;08.02.2021I£ Capital Legionovia Legionowo-3:2-Grupa Azoty Chemik Police;08.02.2021, 20:30
;*;;;;-;0;0;0;0;0;0;-;3;0;67%;67%;0;0;0;0;-;-;0;0;6 Julia Reszelewska (L);I£ Capital Legionovia Legionowo;08.02.2021I£ Capital Legionovia Legionowo-3:2-Grupa Azoty Chemik Police;08.02.2021, 20:30
6;6;6;1;6;-;1;1;1;16;0;0;0%;0;0;-;-;2;0;0;0;0%;0%;1;1;7 Magdalena Mazurek ;I£ Capital Legionovia Legionowo;08.02.2021I£ Capital Legionovia Legionowo-3:2-Grupa Azoty Chemik Police;08.02.2021, 20:30
4;4;4;5;4;-;17;8;6;22;0;1;14%;33;2;45%;15%;38;4;5;11;29%;5%;5;0;8 Ewelina ¯urowska ;I£ Capital Legionovia Legionowo;08.02.2021I£ Capital Legionovia Legionowo-3:2-Grupa Azoty Chemik Police;08.02.2021, 20:30
;*;;4;3;-;8;2;6;13;0;0;15%;0;0;-;-;19;2;0;8;42%;32%;0;1;12 Natalia Lijewska ;I£ Capital Legionovia Legionowo;08.02.2021I£ Capital Legionovia Legionowo-3:2-Grupa Azoty Chemik Police;08.02.2021, 20:30
;*;;;;-;1;0;1;3;0;0;0%;0;0;-;-;1;0;0;1;100%;100%;0;0;14 Agata Michalewicz ;I£ Capital Legionovia Legionowo;08.02.2021I£ Capital Legionovia Legionowo-3:2-Grupa Azoty Chemik Police;08.02.2021, 20:30
1;1;1;2;1;-;15;6;1;16;2;1;0%;21;1;52%;38%;46;3;8;14;30%;7%;0;4;15 Regiane Bidias ;I£ Capital Legionovia Legionowo;08.02.2021I£ Capital Legionovia Legionowo-3:2-Grupa Azoty Chemik Police;08.02.2021, 20:30
;;*;2;2;-;6;1;-1;10;2;1;-10%;20;1;55%;35%;16;3;1;5;31%;6%;0;0;1 Marta Wellna ;I£ Capital Legionovia Legionowo;08.02.2021I£ Capital Legionovia Legionowo-3:2-Grupa Azoty Chemik Police;08.02.2021, 20:30
6;4;6;6;6;-;14;7;9;11;1;0;9%;0;0;-;-;14;2;2;5;36%;7%;9;1;3 Kamila Witkowska ;I£ Capital Legionovia Legionowo;08.02.2021I£ Capital Legionovia Legionowo-3:2-Grupa Azoty Chemik Police;08.02.2021, 20:30
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;5 Aleksandra Gancarz ;I£ Capital Legionovia Legionowo;08.02.2021I£ Capital Legionovia Legionowo-3:2-Grupa Azoty Chemik Police;08.02.2021, 20:30
1;5;1;;;-;2;1;-1;12;3;0;-25%;0;0;-;-;3;0;0;1;33%;33%;1;0;7 Weronika Wo³odko ;I£ Capital Legionovia Legionowo;08.02.2021I£ Capital Legionovia Legionowo-3:2-Grupa Azoty Chemik Police;08.02.2021, 20:30
2;6;2;;*;-;7;2;-1;12;1;0;0%;24;0;54%;29%;20;3;4;6;30%;-5%;1;1;9 Natalia Murek ;I£ Capital Legionovia Legionowo;08.02.2021I£ Capital Legionovia Legionowo-3:2-Grupa Azoty Chemik Police;08.02.2021, 20:30
*;*;*;*;*;-;0;0;-1;0;0;0;-;17;1;53%;29%;0;0;0;0;-;-;0;0;10 Agnieszka Adamek (L);I£ Capital Legionovia Legionowo;08.02.2021I£ Capital Legionovia Legionowo-3:2-Grupa Azoty Chemik Police;08.02.2021, 20:30
;*;*;1;1;-;1;1;1;5;0;1;20%;0;0;-;-;0;0;0;0;-;-;0;1;11 Adrianna Szady ;I£ Capital Legionovia Legionowo;08.02.2021I£ Capital Legionovia Legionowo-3:2-Grupa Azoty Chemik Police;08.02.2021, 20:30
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;14 Ma³gorzata Jasek ;I£ Capital Legionovia Legionowo;08.02.2021I£ Capital Legionovia Legionowo-3:2-Grupa Azoty Chemik Police;08.02.2021, 20:30
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;15 Karolina Pancewicz (L);I£ Capital Legionovia Legionowo;08.02.2021I£ Capital Legionovia Legionowo-3:2-Grupa Azoty Chemik Police;08.02.2021, 20:30
4;2;4;4;4;-;15;4;7;21;1;0;0%;0;0;-;-;47;3;4;15;32%;17%;0;1;16 Izabella Rapacz ;I£ Capital Legionovia Legionowo;08.02.2021I£ Capital Legionovia Legionowo-3:2-Grupa Azoty Chemik Police;08.02.2021, 20:30
5;3;5;5;5;-;14;4;2;14;3;0;-21%;38;1;39%;16%;42;5;3;12;29%;10%;2;0;20 Anna B¹czyñska ;I£ Capital Legionovia Legionowo;08.02.2021I£ Capital Legionovia Legionowo-3:2-Grupa Azoty Chemik Police;08.02.2021, 20:30
3;1;3;3;3;-;13;5;10;12;0;1;8%;0;0;-;-;17;1;2;9;53%;35%;3;2;22 Karolina Fedorek ;I£ Capital Legionovia Legionowo;08.02.2021I£ Capital Legionovia Legionowo-3:2-Grupa Azoty Chemik Police;08.02.2021, 20:30
6;1;6;1;;-;4;0;0;16;4;0;-19%;0;0;-;-;4;0;0;3;75%;75%;1;4;1 Ewelina Polak ;I£ Capital Legionovia Legionowo;05.02.2021I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;05.02.2021, 17:30
5;6;5;6;;-;16;10;12;11;2;1;-9%;0;0;-;-;12;1;1;8;67%;50%;7;3;3 Monika Ptak ;I£ Capital Legionovia Legionowo;05.02.2021I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;05.02.2021, 17:30
2;3;2;3;;-;6;1;5;24;1;1;12%;2;0;50%;0%;9;0;0;4;44%;44%;1;5;4 Karolina Bednarek ;I£ Capital Legionovia Legionowo;05.02.2021I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;05.02.2021, 17:30
*;;;*;;-;1;0;0;0;0;0;-;0;0;-;-;4;0;1;1;25%;0%;0;0;5 Julia Szczurowska ;I£ Capital Legionovia Legionowo;05.02.2021I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;05.02.2021, 17:30
1;2;1;2;;-;14;6;10;15;0;1;13%;26;1;69%;27%;25;1;2;12;48%;36%;1;1;8 Zuzanna Szperlak ;I£ Capital Legionovia Legionowo;05.02.2021I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;05.02.2021, 17:30
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;10 Marta Budnik ;I£ Capital Legionovia Legionowo;05.02.2021I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;05.02.2021, 17:30
4;5;;;;-;5;0;4;6;0;0;17%;9;0;78%;22%;14;0;1;5;36%;28%;0;1;11 Aleksandra Gromadowska ;I£ Capital Legionovia Legionowo;05.02.2021I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;05.02.2021, 17:30
3;4;3;4;;-;20;6;16;20;2;2;0%;1;0;100%;0%;36;0;2;17;47%;42%;1;3;12 Monika Ga³kowska ;I£ Capital Legionovia Legionowo;05.02.2021I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;05.02.2021, 17:30
;*;4;5;;-;13;10;9;8;0;1;12%;20;2;50%;25%;18;2;0;8;44%;33%;4;1;13 Emilia Mucha ;I£ Capital Legionovia Legionowo;05.02.2021I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;05.02.2021, 17:30
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;16 Julia Mazur (L);I£ Capital Legionovia Legionowo;05.02.2021I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;05.02.2021, 17:30
*;*;*;*;;-;0;0;0;0;0;0;-;18;0;50%;22%;0;0;0;0;-;-;0;0;18 Justyna £ysiak (L);I£ Capital Legionovia Legionowo;05.02.2021I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;05.02.2021, 17:30
*;;;*;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;22 Sylwia Kucharska ;I£ Capital Legionovia Legionowo;05.02.2021I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;05.02.2021, 17:30
*;*;*;*;;-;0;0;0;0;0;0;-;22;0;73%;18%;0;0;0;0;-;-;0;0;1 Maria Stenzel (L);I£ Capital Legionovia Legionowo;05.02.2021I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;05.02.2021, 17:30
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;2 Julia Nowicka ;I£ Capital Legionovia Legionowo;05.02.2021I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;05.02.2021, 17:30
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;4 Oliwia Michalak ;I£ Capital Legionovia Legionowo;05.02.2021I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;05.02.2021, 17:30
3;4;3;2;;-;4;1;1;9;1;0;-11%;1;0;0%;0%;8;2;0;3;38%;12%;1;5;5 Ma³gorzata Lisiak ;I£ Capital Legionovia Legionowo;05.02.2021I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;05.02.2021, 17:30
6;1;6;5;;-;5;0;2;14;1;0;-7%;0;0;-;-;11;0;2;5;45%;27%;0;1;6 Anna Lewandowska ;I£ Capital Legionovia Legionowo;05.02.2021I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;05.02.2021, 17:30
2;3;2;1;;-;21;8;14;18;1;2;11%;43;2;56%;14%;37;1;3;15;41%;30%;4;2;8 Zuzanna Górecka ;I£ Capital Legionovia Legionowo;05.02.2021I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;05.02.2021, 17:30
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;9 Weronika Centka ;I£ Capital Legionovia Legionowo;05.02.2021I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;05.02.2021, 17:30
4;5;4;3;;-;15;3;2;9;3;0;-22%;0;0;-;-;43;3;7;15;35%;12%;0;2;12 Veronica Jones-Perry ;I£ Capital Legionovia Legionowo;05.02.2021I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;05.02.2021, 17:30
5;6;5;4;;-;17;5;12;15;0;1;7%;23;3;30%;4%;27;1;1;15;56%;48%;1;0;14 Monika Fedusio ;I£ Capital Legionovia Legionowo;05.02.2021I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;05.02.2021, 17:30
*;*;*;;;-;0;0;-1;2;0;0;0%;1;1;0%;0%;0;0;0;0;-;-;0;0;20 Justyna Kêdziora ;I£ Capital Legionovia Legionowo;05.02.2021I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;05.02.2021, 17:30
1;2;1;6;;-;2;2;-1;14;2;0;-14%;0;0;-;-;4;1;0;1;25%;0%;1;0;22 Oliwia Poreda ;I£ Capital Legionovia Legionowo;05.02.2021I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;05.02.2021, 17:30
*;;*;*;;-;2;1;-1;4;1;0;-25%;1;0;0%;0%;6;0;2;2;33%;0%;0;0;24 Paulina Damaske ;I£ Capital Legionovia Legionowo;05.02.2021I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;05.02.2021, 17:30
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;1 Katarina Osadchuk ;I£ Capital Legionovia Legionowo;07.02.2021I£ Capital Legionovia Legionowo-3:2-Grupa Azoty Chemik Police;07.02.2021, 17:30
;*;3;3;;-;7;3;6;13;0;1;8%;0;0;-;-;8;0;1;2;25%;12%;4;4;4 Joanna Pacak ;I£ Capital Legionovia Legionowo;07.02.2021I£ Capital Legionovia Legionowo-3:2-Grupa Azoty Chemik Police;07.02.2021, 17:30
4;5;5;5;5;-;17;4;8;19;1;1;0%;46;3;35%;17%;29;2;3;16;55%;38%;0;2;6 Aleksandra Wójcik ;I£ Capital Legionovia Legionowo;07.02.2021I£ Capital Legionovia Legionowo-3:2-Grupa Azoty Chemik Police;07.02.2021, 17:30
1;2;2;2;2;-;28;16;11;18;4;1;-11%;11;1;45%;18%;58;7;5;24;41%;21%;3;2;7 Katarina Lazoviæ ;I£ Capital Legionovia Legionowo;07.02.2021I£ Capital Legionovia Legionowo-3:2-Grupa Azoty Chemik Police;07.02.2021, 17:30
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;8 Aleksandra Szczepañska ;I£ Capital Legionovia Legionowo;07.02.2021I£ Capital Legionovia Legionowo-3:2-Grupa Azoty Chemik Police;07.02.2021, 17:30
5;6;6;6;6;-;11;4;9;17;0;0;18%;0;0;-;-;16;1;1;10;63%;50%;1;3;9 Nadja Ninkoviæ ;I£ Capital Legionovia Legionowo;07.02.2021I£ Capital Legionovia Legionowo-3:2-Grupa Azoty Chemik Police;07.02.2021, 17:30
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;10 Agata Wawrzyñczyk ;I£ Capital Legionovia Legionowo;07.02.2021I£ Capital Legionovia Legionowo-3:2-Grupa Azoty Chemik Police;07.02.2021, 17:30
6;1;1;1;1;-;2;1;1;13;1;0;-8%;0;0;-;-;3;0;0;2;67%;67%;0;4;12 Britt Bongaerts ;I£ Capital Legionovia Legionowo;07.02.2021I£ Capital Legionovia Legionowo-3:2-Grupa Azoty Chemik Police;07.02.2021, 17:30
;*;*;*;*;-;0;0;0;0;0;0;-;28;0;64%;39%;0;0;0;0;-;-;0;0;13 Krystyna Strasz (L);I£ Capital Legionovia Legionowo;07.02.2021I£ Capital Legionovia Legionowo-3:2-Grupa Azoty Chemik Police;07.02.2021, 17:30
2;3;;*;3;-;5;1;2;11;1;0;-9%;0;0;-;-;10;2;0;4;40%;20%;1;5;15 Klaudia Alagierska ;I£ Capital Legionovia Legionowo;07.02.2021I£ Capital Legionovia Legionowo-3:2-Grupa Azoty Chemik Police;07.02.2021, 17:30
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;17 Oliwia Laszczyk ;I£ Capital Legionovia Legionowo;07.02.2021I£ Capital Legionovia Legionowo-3:2-Grupa Azoty Chemik Police;07.02.2021, 17:30
3;4;4;4;4;-;20;7;10;18;0;1;17%;0;0;-;-;53;5;5;18;34%;15%;1;2;18 Katarzyna Zaroœliñska-Król ;I£ Capital Legionovia Legionowo;07.02.2021I£ Capital Legionovia Legionowo-3:2-Grupa Azoty Chemik Police;07.02.2021, 17:30
;;;*;;-;2;1;1;4;0;0;0%;2;0;0%;0%;4;1;0;2;50%;25%;0;0;27 Ann Kalandadze ;I£ Capital Legionovia Legionowo;07.02.2021I£ Capital Legionovia Legionowo-3:2-Grupa Azoty Chemik Police;07.02.2021, 17:30
*;*;;;;-;0;0;-1;0;0;0;-;14;1;50%;7%;0;0;0;0;-;-;0;0;33 Magdalena Saad (L);I£ Capital Legionovia Legionowo;07.02.2021I£ Capital Legionovia Legionowo-3:2-Grupa Azoty Chemik Police;07.02.2021, 17:30
6;6;5;6;6;-;17;6;14;7;0;0;0%;0;0;-;-;24;0;3;11;46%;33%;6;1;2 Gabriela Polañska ;I£ Capital Legionovia Legionowo;07.02.2021I£ Capital Legionovia Legionowo-3:2-Grupa Azoty Chemik Police;07.02.2021, 17:30
4;4;3;4;4;-;32;5;20;14;2;1;-7%;0;0;-;-;61;7;3;29;48%;31%;2;6;3 Kiera Van Ryk ;I£ Capital Legionovia Legionowo;07.02.2021I£ Capital Legionovia Legionowo-3:2-Grupa Azoty Chemik Police;07.02.2021, 17:30
*;*;;*;*;-;0;0;0;8;0;0;0%;0;0;-;-;0;0;0;0;-;-;0;0;4 Magdalena Grabka ;I£ Capital Legionovia Legionowo;07.02.2021I£ Capital Legionovia Legionowo-3:2-Grupa Azoty Chemik Police;07.02.2021, 17:30
1;1;6;1;1;-;3;1;2;17;1;1;6%;0;0;-;-;1;0;0;1;100%;100%;1;3;5 Marta Krajewska ;I£ Capital Legionovia Legionowo;07.02.2021I£ Capital Legionovia Legionowo-3:2-Grupa Azoty Chemik Police;07.02.2021, 17:30
;*;;;;-;0;0;0;0;0;0;-;0;0;-;-;1;0;0;0;0%;0%;0;0;6 Aleksandra Rasiñska ;I£ Capital Legionovia Legionowo;07.02.2021I£ Capital Legionovia Legionowo-3:2-Grupa Azoty Chemik Police;07.02.2021, 17:30
2;2;1;2;2;-;7;3;2;16;2;0;6%;40;0;55%;20%;24;0;3;6;25%;12%;1;0;7 Jelena Blagojeviæ ;I£ Capital Legionovia Legionowo;07.02.2021I£ Capital Legionovia Legionowo-3:2-Grupa Azoty Chemik Police;07.02.2021, 17:30
;;*;*;*;-;0;0;-1;3;1;0;-33%;0;0;-;-;0;0;0;0;-;-;0;0;8 Anna Stencel ;I£ Capital Legionovia Legionowo;07.02.2021I£ Capital Legionovia Legionowo-3:2-Grupa Azoty Chemik Police;07.02.2021, 17:30
;*;;*;;-;0;0;0;2;0;0;0%;0;0;-;-;0;0;0;0;-;-;0;0;9 Anna Kaczmar ;I£ Capital Legionovia Legionowo;07.02.2021I£ Capital Legionovia Legionowo-3:2-Grupa Azoty Chemik Police;07.02.2021, 17:30
3;3;2;3;3;-;11;4;9;19;2;1;-5%;2;0;0%;0%;18;0;0;8;44%;44%;2;7;10 Zuzanna Efimienko-M³otkowska ;I£ Capital Legionovia Legionowo;07.02.2021I£ Capital Legionovia Legionowo-3:2-Grupa Azoty Chemik Police;07.02.2021, 17:30
*;5;;;;-;0;0;-2;3;1;0;-33%;6;1;17%;17%;2;0;0;0;0%;0%;0;0;12 Alexandra Laziæ ;I£ Capital Legionovia Legionowo;07.02.2021I£ Capital Legionovia Legionowo-3:2-Grupa Azoty Chemik Police;07.02.2021, 17:30
5;*;4;5;5;-;12;7;4;22;1;2;14%;42;3;64%;36%;29;3;1;7;24%;10%;3;0;16 Juliette Fidon-Lebleu ;I£ Capital Legionovia Legionowo;07.02.2021I£ Capital Legionovia Legionowo-3:2-Grupa Azoty Chemik Police;07.02.2021, 17:30
*;*;*;*;*;-;0;0;0;0;0;0;-;16;0;63%;38%;0;0;0;0;-;-;0;0;17 Aleksandra Krzos (L);I£ Capital Legionovia Legionowo;07.02.2021I£ Capital Legionovia Legionowo-3:2-Grupa Azoty Chemik Police;07.02.2021, 17:30
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;20 Daria Przyby³a (L);I£ Capital Legionovia Legionowo;07.02.2021I£ Capital Legionovia Legionowo-3:2-Grupa Azoty Chemik Police;07.02.2021, 17:30
1;1;1;1;1;-;12;1;2;19;4;0;-21%;27;3;33%;19%;24;1;2;12;50%;38%;0;2;1 Aleksandra Kaza³a ;I£ Capital Legionovia Legionowo;06.02.2021I£ Capital Legionovia Legionowo-2:3-Grupa Azoty Chemik Police;06.02.2021, 18:00
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;2 Aleksandra Szczyg³owska (L);I£ Capital Legionovia Legionowo;06.02.2021I£ Capital Legionovia Legionowo-2:3-Grupa Azoty Chemik Police;06.02.2021, 18:00
*;;*;;*;-;1;0;1;0;0;0;-;0;0;-;-;1;0;0;1;100%;100%;0;0;3 Karolina Dru¿kowska ;I£ Capital Legionovia Legionowo;06.02.2021I£ Capital Legionovia Legionowo-2:3-Grupa Azoty Chemik Police;06.02.2021, 18:00
*;;;*;;-;0;0;0;1;0;0;0%;0;0;-;-;0;0;0;0;-;-;0;0;6 Katarzyna Wawrzyniak ;I£ Capital Legionovia Legionowo;06.02.2021I£ Capital Legionovia Legionowo-2:3-Grupa Azoty Chemik Police;06.02.2021, 18:00
5;5;5;5;5;-;4;2;1;16;2;1;12%;0;0;-;-;13;1;0;2;15%;8%;1;5;8 Magdalena Janiuk ;I£ Capital Legionovia Legionowo;06.02.2021I£ Capital Legionovia Legionowo-2:3-Grupa Azoty Chemik Police;06.02.2021, 18:00
;;*;*;;-;2;1;-1;3;1;0;-33%;7;1;14%;14%;4;0;1;2;50%;25%;0;0;10 Andrea Kossanyiova ;I£ Capital Legionovia Legionowo;06.02.2021I£ Capital Legionovia Legionowo-2:3-Grupa Azoty Chemik Police;06.02.2021, 18:00
;*;*;*;*;-;0;0;0;4;0;0;0%;0;0;-;-;0;0;0;0;-;-;0;0;11 Dagmara D¹browska ;I£ Capital Legionovia Legionowo;06.02.2021I£ Capital Legionovia Legionowo-2:3-Grupa Azoty Chemik Police;06.02.2021, 18:00
2;2;2;2;2;-;12;5;5;13;4;0;-23%;1;0;100%;100%;20;3;0;8;40%;25%;4;3;13 Martyna Œwirad ;I£ Capital Legionovia Legionowo;06.02.2021I£ Capital Legionovia Legionowo-2:3-Grupa Azoty Chemik Police;06.02.2021, 18:00
*;*;*;*;*;-;0;0;-2;0;0;0;-;37;2;59%;38%;0;0;0;0;-;-;0;0;16 Kinga Drabek (L);I£ Capital Legionovia Legionowo;06.02.2021I£ Capital Legionovia Legionowo-2:3-Grupa Azoty Chemik Police;06.02.2021, 18:00
3;3;3;3;3;-;32;13;23;21;2;1;0%;0;0;-;-;52;2;5;29;56%;42%;2;0;18 Gabriela Orvosova ;I£ Capital Legionovia Legionowo;06.02.2021I£ Capital Legionovia Legionowo-2:3-Grupa Azoty Chemik Police;06.02.2021, 18:00
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;20 Dominika Witowska ;I£ Capital Legionovia Legionowo;06.02.2021I£ Capital Legionovia Legionowo-2:3-Grupa Azoty Chemik Police;06.02.2021, 18:00
4;4;4;4;4;-;17;3;5;11;4;0;-27%;26;0;73%;58%;51;4;4;17;33%;18%;0;2;22 Weronika Szlagowska ;I£ Capital Legionovia Legionowo;06.02.2021I£ Capital Legionovia Legionowo-2:3-Grupa Azoty Chemik Police;06.02.2021, 18:00
6;6;6;6;6;-;1;1;-1;15;1;1;0%;1;1;0%;0%;0;0;0;0;-;-;0;4;23 Natalia Gajewska ;I£ Capital Legionovia Legionowo;06.02.2021I£ Capital Legionovia Legionowo-2:3-Grupa Azoty Chemik Police;06.02.2021, 18:00
5;6;5;3;3;-;12;8;10;24;2;4;12%;0;0;-;-;7;0;0;3;43%;43%;5;4;1 Maja Tokarska ;I£ Capital Legionovia Legionowo;06.02.2021I£ Capital Legionovia Legionowo-2:3-Grupa Azoty Chemik Police;06.02.2021, 18:00
3;4;3;1;1;-;10;2;6;10;1;0;-10%;0;0;-;-;34;1;2;9;26%;18%;1;3;3 Julie Oliveira Souza ;I£ Capital Legionovia Legionowo;06.02.2021I£ Capital Legionovia Legionowo-2:3-Grupa Azoty Chemik Police;06.02.2021, 18:00
1;2;1;5;5;-;24;8;16;21;3;1;-5%;19;0;26%;21%;47;2;3;21;45%;34%;2;2;4 Jessica Rivero Marin ;I£ Capital Legionovia Legionowo;06.02.2021I£ Capital Legionovia Legionowo-2:3-Grupa Azoty Chemik Police;06.02.2021, 18:00
4;5;4;2;2;-;13;4;5;17;2;1;-6%;41;2;34%;22%;34;4;0;12;35%;24%;0;1;6 Olivia Ró¿añski ;I£ Capital Legionovia Legionowo;06.02.2021I£ Capital Legionovia Legionowo-2:3-Grupa Azoty Chemik Police;06.02.2021, 18:00
;*;*;;;-;0;0;-1;1;1;0;-100%;3;0;33%;0%;0;0;0;0;-;-;0;0;7 Daria Szczyrba ;I£ Capital Legionovia Legionowo;06.02.2021I£ Capital Legionovia Legionowo-2:3-Grupa Azoty Chemik Police;06.02.2021, 18:00
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;8 Zana Zdovc Sporer ;I£ Capital Legionovia Legionowo;06.02.2021I£ Capital Legionovia Legionowo-2:3-Grupa Azoty Chemik Police;06.02.2021, 18:00
2;3;2;6;6;-;13;6;11;18;0;1;6%;0;0;-;-;24;0;2;10;42%;33%;2;5;10 Shelly Stafford ;I£ Capital Legionovia Legionowo;06.02.2021I£ Capital Legionovia Legionowo-2:3-Grupa Azoty Chemik Police;06.02.2021, 18:00
