I;II;III;IV;V;GS;suma;BP;z-s;Liczba;b³;as;eff%;liczba;b³1;poz%;perf%;liczba1;b³2;blok;Pkt;skut%;eff%1;pkt;wyblok;Nazwisko;Klub;Klucz;Data spotkania
1;1;1;;;-;13;7;11;10;1;0;-10%;11;0;64%;45%;20;1;0;9;45%;40%;4;0;5 Pietra Jukoski ;I£ Capital Legionovia Legionowo;05.02.2022I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;05.02.2022, 19:00
2;2;;;;-;7;2;7;8;0;0;25%;0;0;-;-;7;0;0;5;71%;71%;2;0;6 Kamila Witkowska ;I£ Capital Legionovia Legionowo;05.02.2022I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;05.02.2022, 19:00
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;7 Valentina Diouf ;I£ Capital Legionovia Legionowo;05.02.2022I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;05.02.2022, 19:00
;;*;;;-;1;1;1;0;0;0;-;0;0;-;-;2;0;0;1;50%;50%;0;0;8 Weronika Sobiczewska ;I£ Capital Legionovia Legionowo;05.02.2022I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;05.02.2022, 19:00
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;11 Ivna Colombo ;I£ Capital Legionovia Legionowo;05.02.2022I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;05.02.2022, 19:00
3;3;3;;;-;3;1;3;15;0;1;13%;0;0;-;-;2;0;0;2;100%;100%;0;1;12 Roberta Ratzke ;I£ Capital Legionovia Legionowo;05.02.2022I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;05.02.2022, 19:00
*;*;*;;;-;0;0;0;0;0;0;-;8;0;50%;25%;0;0;0;0;-;-;0;0;13 Krystyna Strasz (L);I£ Capital Legionovia Legionowo;05.02.2022I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;05.02.2022, 19:00
;;*;;;-;0;0;0;3;0;0;0%;0;0;-;-;0;0;0;0;-;-;0;0;14 Angelika Gajer ;I£ Capital Legionovia Legionowo;05.02.2022I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;05.02.2022, 19:00
5;5;5;;;-;9;6;7;11;0;2;18%;0;0;-;-;11;1;1;4;36%;18%;3;2;15 Klaudia Alagierska ;I£ Capital Legionovia Legionowo;05.02.2022I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;05.02.2022, 19:00
6;6;6;;;-;12;4;7;10;1;1;0%;0;0;-;-;22;3;1;11;50%;32%;0;1;18 Julita Piasecka ;I£ Capital Legionovia Legionowo;05.02.2022I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;05.02.2022, 19:00
4;4;4;;;-;11;6;8;11;2;3;18%;23;0;65%;39%;18;1;0;7;39%;33%;1;0;21 Veronica Jones-Perry ;I£ Capital Legionovia Legionowo;05.02.2022I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;05.02.2022, 19:00
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;25 Zuzanna Pieniak ;I£ Capital Legionovia Legionowo;05.02.2022I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;05.02.2022, 19:00
;;*;;;-;0;0;0;1;0;0;0%;0;0;-;-;0;0;0;0;-;-;0;0;27 Alicja Jaryszek ;I£ Capital Legionovia Legionowo;05.02.2022I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;05.02.2022, 19:00
*;;;;;-;1;0;0;0;0;0;-;3;1;0%;0%;1;0;0;1;100%;100%;0;0;1 Marta Wellna ;I£ Capital Legionovia Legionowo;05.02.2022I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;05.02.2022, 19:00
;*;4;;;-;3;1;1;4;1;0;-25%;6;0;67%;50%;7;1;0;3;43%;28%;0;0;3 Aleksandra Gromadowska ;I£ Capital Legionovia Legionowo;05.02.2022I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;05.02.2022, 19:00
1;3;3;;;-;3;0;0;8;2;0;-25%;2;1;0%;0%;2;0;0;2;100%;100%;1;0;5 Magdalena Hawry³a ;I£ Capital Legionovia Legionowo;05.02.2022I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;05.02.2022, 19:00
6;2;2;;;-;4;1;-2;7;0;0;0%;19;2;42%;21%;17;0;4;4;24%;0%;0;0;7 Andrea Kossanyiova ;I£ Capital Legionovia Legionowo;05.02.2022I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;05.02.2022, 19:00
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;8 Izabela Ba³ucka ;I£ Capital Legionovia Legionowo;05.02.2022I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;05.02.2022, 19:00
;*;*;;;-;1;0;1;0;0;0;-;0;0;-;-;1;0;0;1;100%;100%;0;0;11 Adrianna Szady ;I£ Capital Legionovia Legionowo;05.02.2022I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;05.02.2022, 19:00
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;12 Julia Pañko ;I£ Capital Legionovia Legionowo;05.02.2022I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;05.02.2022, 19:00
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;13 Joanna Chor¹¿a ;I£ Capital Legionovia Legionowo;05.02.2022I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;05.02.2022, 19:00
2;4;*;;;-;8;1;2;8;0;0;0%;0;0;-;-;23;3;3;8;35%;9%;0;2;15 Nina Kociæ ;I£ Capital Legionovia Legionowo;05.02.2022I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;05.02.2022, 19:00
*;*;*;;;-;0;0;-1;0;0;0;-;19;1;47%;26%;0;0;0;0;-;-;0;0;17 Anna Bodasiñska (L);I£ Capital Legionovia Legionowo;05.02.2022I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;05.02.2022, 19:00
5;1;1;;;-;2;1;1;5;0;0;0%;0;0;-;-;3;0;1;2;67%;33%;0;1;19 Anna Kaczmar ;I£ Capital Legionovia Legionowo;05.02.2022I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;05.02.2022, 19:00
3;5;5;;;-;12;3;6;8;1;0;-12%;19;3;37%;11%;24;0;2;11;46%;38%;1;2;20 Yunieska Robles Batista ;I£ Capital Legionovia Legionowo;05.02.2022I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;05.02.2022, 19:00
4;6;6;;;-;4;0;0;8;2;0;-12%;2;0;0%;0%;11;0;2;4;36%;18%;0;0;22 Karolina Fedorek ;I£ Capital Legionovia Legionowo;05.02.2022I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;05.02.2022, 19:00
;*;*;;;-;1;0;0;3;1;0;-33%;0;0;-;-;1;0;0;1;100%;100%;0;1;23 Julia Stancelewska ;I£ Capital Legionovia Legionowo;05.02.2022I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;05.02.2022, 19:00
;;*;;;-;2;0;2;1;0;0;0%;0;0;-;-;3;0;0;2;67%;67%;0;1;2 Gabriela Polañska ;I£ Capital Legionovia Legionowo;06.02.2022I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;06.02.2022, 12:30
*;5;5;6;;-;12;5;9;4;0;0;25%;0;0;-;-;23;1;2;11;48%;35%;1;2;3 Bruna Honorio Marques ;I£ Capital Legionovia Legionowo;06.02.2022I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;06.02.2022, 12:30
;;*;*;;-;0;0;-1;2;1;0;-50%;1;0;0%;0%;1;0;0;0;0%;0%;0;0;6 Katarzyna Bagrowska ;I£ Capital Legionovia Legionowo;06.02.2022I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;06.02.2022, 12:30
*;6;6;;;-;4;2;4;2;0;0;0%;9;0;33%;11%;10;0;0;4;40%;40%;0;1;7 Jelena Blagojeviæ ;I£ Capital Legionovia Legionowo;06.02.2022I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;06.02.2022, 12:30
1;1;1;2;;-;8;4;4;16;2;2;0%;2;0;50%;50%;8;1;1;5;63%;38%;1;4;8 Anna Stencel ;I£ Capital Legionovia Legionowo;06.02.2022I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;06.02.2022, 12:30
2;2;2;3;;-;1;1;1;22;0;1;9%;0;0;-;-;0;0;0;0;-;-;0;0;10 Katarzyna Wenerska ;I£ Capital Legionovia Legionowo;06.02.2022I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;06.02.2022, 12:30
*;*;*;*;;-;0;0;-1;0;0;0;-;15;1;60%;27%;0;0;0;0;-;-;0;0;12 Aleksandra Szczyg³owska (L);I£ Capital Legionovia Legionowo;06.02.2022I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;06.02.2022, 12:30
4;;*;*;;-;6;5;5;2;0;0;0%;0;0;-;-;7;1;0;2;29%;14%;4;1;14 Dominika Witowska ;I£ Capital Legionovia Legionowo;06.02.2022I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;06.02.2022, 12:30
3;3;3;4;;-;18;12;12;9;3;0;-11%;11;0;73%;36%;34;0;3;17;50%;41%;1;2;15 Kara Bajema ;I£ Capital Legionovia Legionowo;06.02.2022I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;06.02.2022, 12:30
5;;*;;;-;6;1;3;3;1;0;-33%;0;0;-;-;17;0;2;5;29%;18%;1;0;16 Izabella Rapacz ;I£ Capital Legionovia Legionowo;06.02.2022I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;06.02.2022, 12:30
*;*;*;*;;-;0;0;0;0;0;0;-;1;0;100%;0%;0;0;0;0;-;-;0;0;20 Daria Przyby³a (L);I£ Capital Legionovia Legionowo;06.02.2022I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;06.02.2022, 12:30
6;;*;1;;-;7;5;5;6;0;1;17%;18;2;28%;11%;9;0;0;5;56%;56%;1;1;27 Ann Kalandadze ;I£ Capital Legionovia Legionowo;06.02.2022I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;06.02.2022, 12:30
;4;4;5;;-;13;9;12;21;0;5;28%;0;0;-;-;7;1;0;4;57%;43%;4;1;95 Magdalena Jurczyk ;I£ Capital Legionovia Legionowo;06.02.2022I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;06.02.2022, 12:30
*;;*;*;;-;1;1;-1;9;2;1;0%;0;0;-;-;1;0;0;0;0%;0%;0;0;98 Julia Biñczycka ;I£ Capital Legionovia Legionowo;06.02.2022I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;06.02.2022, 12:30
2;2;2;2;;-;6;1;6;11;0;0;0%;0;0;-;-;8;0;0;3;38%;38%;3;2;1 Judyta Gawlak ;I£ Capital Legionovia Legionowo;06.02.2022I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;06.02.2022, 12:30
;*;*;*;;-;1;0;-1;3;1;0;-33%;0;0;-;-;6;0;1;1;17%;0%;0;0;2 Angelika Wystel ;I£ Capital Legionovia Legionowo;06.02.2022I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;06.02.2022, 12:30
;;*;4;;-;4;0;-4;3;1;0;-33%;25;4;24%;12%;13;0;3;4;31%;8%;0;0;3 Amelia Senica ;I£ Capital Legionovia Legionowo;06.02.2022I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;06.02.2022, 12:30
5;5;5;5;;-;8;5;7;8;1;0;-12%;1;0;100%;0%;12;0;0;5;42%;42%;3;7;4 Paulina Brzoska ;I£ Capital Legionovia Legionowo;06.02.2022I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;06.02.2022, 12:30
;*;*;6;;-;0;0;0;3;0;0;33%;0;0;-;-;1;0;0;0;0%;0%;0;0;5 Agata Michalewicz ;I£ Capital Legionovia Legionowo;06.02.2022I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;06.02.2022, 12:30
1;1;1;1;;-;10;2;7;8;0;0;0%;19;0;42%;32%;24;3;0;8;33%;21%;2;2;6 Vangeliya Rachkovska ;I£ Capital Legionovia Legionowo;06.02.2022I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;06.02.2022, 12:30
*;*;*;*;;-;2;2;0;4;0;1;25%;11;0;55%;45%;8;1;1;1;13%;-12%;0;0;7 Natalia Skrzypkowska ;I£ Capital Legionovia Legionowo;06.02.2022I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;06.02.2022, 12:30
3;3;3;3;;-;12;4;2;13;1;1;8%;0;0;-;-;35;4;5;11;31%;6%;0;3;9 Joanna Sikorska ;I£ Capital Legionovia Legionowo;06.02.2022I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;06.02.2022, 12:30
*;*;*;*;;-;0;0;-3;0;0;0;-;15;3;33%;27%;0;0;0;0;-;-;0;0;13 Monika Jag³a (L);I£ Capital Legionovia Legionowo;06.02.2022I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;06.02.2022, 12:30
6;6;6;*;;-;0;0;-4;6;4;0;-67%;0;0;-;-;1;0;0;0;0%;0%;0;2;14 Paulina Zaborowska ;I£ Capital Legionovia Legionowo;06.02.2022I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;06.02.2022, 12:30
4;4;4;;;-;5;2;-2;7;1;1;0%;17;3;29%;6%;15;0;3;4;27%;7%;0;2;16 Julia Twardowska ;I£ Capital Legionovia Legionowo;06.02.2022I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;06.02.2022, 12:30
1;1;1;1;;-;11;7;7;11;0;1;9%;19;1;42%;0%;26;3;0;9;35%;23%;1;1;1 Aleksandra Kaza³a ;I£ Capital Legionovia Legionowo;04.02.2022I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;04.02.2022, 17:30
6;6;6;6;;-;2;1;1;8;0;0;12%;0;0;-;-;4;1;0;2;50%;25%;0;7;3 Ewelina Polak ;I£ Capital Legionovia Legionowo;04.02.2022I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;04.02.2022, 17:30
*;*;;*;;-;1;0;-2;4;1;0;-25%;5;1;20%;0%;3;0;1;1;33%;0%;0;0;5 Martyna Borowczak ;I£ Capital Legionovia Legionowo;04.02.2022I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;04.02.2022, 17:30
*;*;*;*;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;6 Julia Mazur (L);I£ Capital Legionovia Legionowo;04.02.2022I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;04.02.2022, 17:30
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;8 Magdalena Janiuk ;I£ Capital Legionovia Legionowo;04.02.2022I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;04.02.2022, 17:30
*;;;*;;-;1;1;1;2;0;0;0%;0;0;-;-;0;0;0;0;-;-;1;0;10 Karina Chmielewska ;I£ Capital Legionovia Legionowo;04.02.2022I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;04.02.2022, 17:30
2;2;2;2;;-;6;0;3;12;1;0;-8%;0;0;-;-;10;0;2;6;60%;40%;0;3;11 Dominika Pierzcha³a ;I£ Capital Legionovia Legionowo;04.02.2022I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;04.02.2022, 17:30
5;5;5;5;;-;13;8;10;16;1;2;12%;1;0;0%;0%;14;0;2;6;43%;28%;5;3;13 Martyna Œwirad ;I£ Capital Legionovia Legionowo;04.02.2022I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;04.02.2022, 17:30
*;*;*;*;;-;0;0;-2;0;0;0;-;25;2;40%;16%;0;0;0;0;-;-;0;0;16 Kinga Drabek (L);I£ Capital Legionovia Legionowo;04.02.2022I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;04.02.2022, 17:30
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;17 Koleta £yszkiewicz ;I£ Capital Legionovia Legionowo;04.02.2022I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;04.02.2022, 17:30
3;3;3;3;;-;26;11;24;22;1;2;14%;0;0;-;-;41;0;1;24;59%;56%;0;1;18 Gabriela Orvosova ;I£ Capital Legionovia Legionowo;04.02.2022I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;04.02.2022, 17:30
*;;;;;-;0;0;-1;0;0;0;-;0;0;-;-;2;1;0;0;0%;-50%;0;0;19 Alina Bartkowska ;I£ Capital Legionovia Legionowo;04.02.2022I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;04.02.2022, 17:30
4;4;4;4;;-;18;9;10;20;0;2;25%;24;2;50%;21%;32;5;1;15;47%;28%;1;2;22 Weronika Szlagowska ;I£ Capital Legionovia Legionowo;04.02.2022I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;04.02.2022, 17:30
6;5;6;1;;-;4;3;0;12;1;0;0%;1;0;0%;0%;9;2;1;2;22%;-11%;2;4;2 Marta Orzy³owska ;I£ Capital Legionovia Legionowo;04.02.2022I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;04.02.2022, 17:30
5;4;5;6;;-;19;1;14;12;1;1;0%;30;0;43%;17%;44;0;4;18;41%;32%;0;2;3 Kinga Stronias ;I£ Capital Legionovia Legionowo;04.02.2022I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;04.02.2022, 17:30
;*;*;*;;-;0;0;0;2;0;0;0%;2;0;100%;50%;2;0;0;0;0%;0%;0;0;5 Regiane Bidias ;I£ Capital Legionovia Legionowo;04.02.2022I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;04.02.2022, 17:30
3;2;3;4;;-;12;4;9;12;1;1;17%;3;0;0%;0%;14;2;0;10;71%;56%;1;3;7 Vivian Pellegrino ;I£ Capital Legionovia Legionowo;04.02.2022I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;04.02.2022, 17:30
2;1;2;3;;-;6;1;-1;12;0;0;0%;30;4;37%;13%;14;3;0;4;29%;7%;2;1;10 Marta Pamu³a ;I£ Capital Legionovia Legionowo;04.02.2022I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;04.02.2022, 17:30
*;*;*;*;;-;0;0;-3;0;0;0;-;24;3;29%;0%;0;0;0;0;-;-;0;0;13 Adriana Adamek (L);I£ Capital Legionovia Legionowo;04.02.2022I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;04.02.2022, 17:30
;;*;*;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;14 Weronika Wo³odko ;I£ Capital Legionovia Legionowo;04.02.2022I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;04.02.2022, 17:30
1;6;1;2;;-;2;1;2;10;0;0;0%;0;0;-;-;3;0;0;1;33%;33%;1;0;17 Gabriela Makarowska ;I£ Capital Legionovia Legionowo;04.02.2022I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;04.02.2022, 17:30
4;3;4;5;;-;17;8;11;17;0;4;28%;1;0;100%;0%;37;3;3;12;32%;16%;1;3;20 Anna B¹czyñska ;I£ Capital Legionovia Legionowo;04.02.2022I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;04.02.2022, 17:30
4;2;4;2;;-;20;13;14;13;1;0;0%;10;1;60%;40%;38;3;1;18;47%;37%;2;0;3 Karolina Dru¿kowska ;I£ Capital Legionovia Legionowo;07.02.2022I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;07.02.2022, 20:30
5;3;5;3;;-;16;7;10;17;0;1;12%;21;0;29%;14%;40;2;4;14;35%;20%;1;1;8 Ewelina ¯urowska ;I£ Capital Legionovia Legionowo;07.02.2022I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;07.02.2022, 20:30
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;9 Oriana Miechowicz ;I£ Capital Legionovia Legionowo;07.02.2022I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;07.02.2022, 20:30
6;4;6;4;;-;12;6;9;14;1;0;-7%;0;0;-;-;26;0;2;11;42%;35%;1;5;11 Justyna £ukasik ;I£ Capital Legionovia Legionowo;07.02.2022I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;07.02.2022, 20:30
;*;2;6;;-;10;3;7;13;0;1;15%;13;0;77%;23%;25;1;2;5;20%;8%;4;0;13 Emilia Mucha ;I£ Capital Legionovia Legionowo;07.02.2022I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;07.02.2022, 20:30
3;1;3;1;;-;8;5;5;14;0;0;7%;0;0;-;-;12;2;1;5;42%;17%;3;5;14 Aleksandra Cygan ;I£ Capital Legionovia Legionowo;07.02.2022I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;07.02.2022, 20:30
*;*;*;*;;-;0;0;-1;0;0;0;-;30;1;53%;27%;0;0;0;0;-;-;0;0;15 Kinga Wysokiñska (L);I£ Capital Legionovia Legionowo;07.02.2022I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;07.02.2022, 20:30
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;16 Oliwia Ba³uk (L);I£ Capital Legionovia Legionowo;07.02.2022I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;07.02.2022, 20:30
2;6;;;;-;6;0;-2;5;2;0;-40%;4;0;75%;75%;22;0;6;6;27%;0%;0;1;18 Aleksandra Dudek ;I£ Capital Legionovia Legionowo;07.02.2022I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;07.02.2022, 20:30
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;21 Sonia Kubacka ;I£ Capital Legionovia Legionowo;07.02.2022I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;07.02.2022, 20:30
1;5;1;5;;-;5;1;5;23;0;1;17%;0;0;-;-;5;0;0;4;80%;80%;0;0;22 Sylwia Kucharska ;I£ Capital Legionovia Legionowo;07.02.2022I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;07.02.2022, 20:30
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;23 Natalia Gajewska ;I£ Capital Legionovia Legionowo;07.02.2022I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;07.02.2022, 20:30
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;2 Justyna Kêdziora ;I£ Capital Legionovia Legionowo;07.02.2022I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;07.02.2022, 20:30
1;5;1;5;;-;8;4;7;9;0;0;0%;1;1;0%;0%;9;0;0;2;22%;22%;6;3;5 Ma³gorzata Lisiak ;I£ Capital Legionovia Legionowo;07.02.2022I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;07.02.2022, 20:30
;;*;*;;-;0;0;0;2;0;0;0%;1;0;100%;0%;0;0;0;0;-;-;0;0;6 Anna Lewandowska ;I£ Capital Legionovia Legionowo;07.02.2022I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;07.02.2022, 20:30
2;6;2;6;;-;6;4;5;18;1;0;0%;0;0;-;-;6;0;0;3;50%;50%;3;1;7 Martyna £azowska ;I£ Capital Legionovia Legionowo;07.02.2022I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;07.02.2022, 20:30
3;1;3;1;;-;13;2;5;13;1;1;8%;44;1;48%;20%;38;1;5;11;29%;13%;1;0;8 Zuzanna Górecka ;I£ Capital Legionovia Legionowo;07.02.2022I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;07.02.2022, 20:30
4;2;4;2;;-;3;0;-2;8;4;0;-50%;0;0;-;-;7;1;0;2;29%;14%;1;2;9 Weronika Centka ;I£ Capital Legionovia Legionowo;07.02.2022I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;07.02.2022, 20:30
;;*;3;;-;12;6;8;6;1;0;-17%;0;0;-;-;21;0;3;10;48%;33%;2;0;10 Ana Cleger ;I£ Capital Legionovia Legionowo;07.02.2022I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;07.02.2022, 20:30
6;4;6;4;;-;12;2;8;18;1;0;-6%;27;1;56%;11%;43;1;1;10;23%;19%;2;3;14 Monika Fedusio ;I£ Capital Legionovia Legionowo;07.02.2022I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;07.02.2022, 20:30
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;16 Daria Skomorowska (L);I£ Capital Legionovia Legionowo;07.02.2022I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;07.02.2022, 20:30
*;*;*;*;;-;0;0;0;0;0;0;-;18;0;72%;22%;0;0;0;0;-;-;0;0;18 Justyna £ysiak (L);I£ Capital Legionovia Legionowo;07.02.2022I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;07.02.2022, 20:30
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;23 Maja Pelczarska ;I£ Capital Legionovia Legionowo;07.02.2022I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;07.02.2022, 20:30
*;*;*;;;-;1;0;-1;3;1;0;-33%;4;0;25%;0%;5;1;0;1;20%;0%;0;0;24 Paulina Damaske ;I£ Capital Legionovia Legionowo;07.02.2022I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;07.02.2022, 20:30
5;3;5;;;-;14;3;8;11;1;1;0%;0;0;-;-;31;3;2;12;39%;23%;1;1;91 Julia Szczurowska ;I£ Capital Legionovia Legionowo;07.02.2022I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;07.02.2022, 20:30
6;1;4;1;;-;11;2;3;9;1;0;-11%;31;1;68%;48%;28;2;4;11;39%;18%;0;0;1 Natalia Murek ;I£ Capital Legionovia Legionowo;04.02.2022I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;04.02.2022, 20:30
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;4 Aleksandra Szczepañska ;I£ Capital Legionovia Legionowo;04.02.2022I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;04.02.2022, 20:30
*;*;*;*;;-;0;0;0;0;0;0;-;16;0;31%;25%;1;0;0;0;0%;0%;0;0;5 Agata Witkowska (L);I£ Capital Legionovia Legionowo;04.02.2022I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;04.02.2022, 20:30
