I;II;III;IV;V;GS;suma;BP;z-s;Liczba;b³;as;eff%;liczba;b³1;poz%;perf%;liczba1;b³2;blok;Pkt;skut%;eff%1;pkt;wyblok;Nazwisko;Klub;Klucz;Data spotkania
4;5;2;1;2;-;6;1;3;22;1;1;5%;0;0;-;-;14;0;2;5;36%;21%;0;0;11 Justyna £ukasik ;I£ Capital Legionovia Legionowo;18.11.2020I£ Capital Legionovia Legionowo-2:3-Grupa Azoty Chemik Police;18.11.2020, 17:30;2020/2021
3;4;1;6;1;-;14;3;10;12;0;1;17%;48;2;46%;23%;29;0;2;13;45%;38%;0;0;12 Julia K¹kol ;I£ Capital Legionovia Legionowo;18.11.2020I£ Capital Legionovia Legionowo-2:3-Grupa Azoty Chemik Police;18.11.2020, 17:30;2020/2021
*;;*;*;*;-;0;0;0;2;0;0;50%;4;0;75%;50%;0;0;0;0;-;-;0;0;13 Renata Bia³a ;I£ Capital Legionovia Legionowo;18.11.2020I£ Capital Legionovia Legionowo-2:3-Grupa Azoty Chemik Police;18.11.2020, 17:30;2020/2021
;*;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;14 Paulina Zaborowska ;I£ Capital Legionovia Legionowo;18.11.2020I£ Capital Legionovia Legionowo-2:3-Grupa Azoty Chemik Police;18.11.2020, 17:30;2020/2021
;*;;;;-;0;0;0;1;0;0;0%;0;0;-;-;0;0;0;0;-;-;0;0;16 Sandra Szczygio³ ;I£ Capital Legionovia Legionowo;18.11.2020I£ Capital Legionovia Legionowo-2:3-Grupa Azoty Chemik Police;18.11.2020, 17:30;2020/2021
5;6;3;2;3;-;4;3;4;18;0;0;0%;0;0;-;-;3;0;0;1;33%;33%;3;0;18 Katarzyna Skorupa ;I£ Capital Legionovia Legionowo;18.11.2020I£ Capital Legionovia Legionowo-2:3-Grupa Azoty Chemik Police;18.11.2020, 17:30;2020/2021
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;19 Zuzanna Zieliñska (L);I£ Capital Legionovia Legionowo;18.11.2020I£ Capital Legionovia Legionowo-2:3-Grupa Azoty Chemik Police;18.11.2020, 17:30;2020/2021
4;3;4;4;3;-;9;2;7;11;1;0;-9%;0;0;-;-;10;1;0;6;60%;50%;3;0;2 Gabriela Polañska ;I£ Capital Legionovia Legionowo;18.11.2020I£ Capital Legionovia Legionowo-2:3-Grupa Azoty Chemik Police;18.11.2020, 17:30;2020/2021
*;*;*;*;;-;6;0;3;0;0;0;-;0;0;-;-;13;2;1;6;46%;23%;0;0;3 Kiera Van Ryk ;I£ Capital Legionovia Legionowo;18.11.2020I£ Capital Legionovia Legionowo-2:3-Grupa Azoty Chemik Police;18.11.2020, 17:30;2020/2021
*;;;;;-;0;0;0;3;0;0;0%;2;0;50%;0%;3;0;0;0;0%;0%;0;0;4 Magdalena Grabka ;I£ Capital Legionovia Legionowo;18.11.2020I£ Capital Legionovia Legionowo-2:3-Grupa Azoty Chemik Police;18.11.2020, 17:30;2020/2021
*;*;*;*;;-;0;0;0;6;0;0;0%;0;0;-;-;0;0;0;0;-;-;0;0;5 Marta £yczakowska ;I£ Capital Legionovia Legionowo;18.11.2020I£ Capital Legionovia Legionowo-2:3-Grupa Azoty Chemik Police;18.11.2020, 17:30;2020/2021
5;4;5;5;4;-;25;8;16;9;1;0;-11%;2;1;0%;0%;57;4;3;22;39%;26%;3;0;6 Aleksandra Rasiñska ;I£ Capital Legionovia Legionowo;18.11.2020I£ Capital Legionovia Legionowo-2:3-Grupa Azoty Chemik Police;18.11.2020, 17:30;2020/2021
6;5;6;3;2;-;9;4;3;16;0;0;0%;25;1;28%;12%;32;1;4;8;25%;9%;1;0;7 Jelena Blagojeviæ ;I£ Capital Legionovia Legionowo;18.11.2020I£ Capital Legionovia Legionowo-2:3-Grupa Azoty Chemik Police;18.11.2020, 17:30;2020/2021
1;6;1;1;6;-;11;4;11;17;0;1;12%;0;0;-;-;12;0;0;10;83%;83%;0;0;8 Anna Obia³a ;I£ Capital Legionovia Legionowo;18.11.2020I£ Capital Legionovia Legionowo-2:3-Grupa Azoty Chemik Police;18.11.2020, 17:30;2020/2021
2;1;2;2;1;-;1;1;0;20;0;1;10%;0;0;-;-;1;1;0;0;0%;-100%;0;0;9 Anna Kaczmar ;I£ Capital Legionovia Legionowo;18.11.2020I£ Capital Legionovia Legionowo-2:3-Grupa Azoty Chemik Police;18.11.2020, 17:30;2020/2021
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;10 Zuzanna Efimienko-M³otkowska ;I£ Capital Legionovia Legionowo;18.11.2020I£ Capital Legionovia Legionowo-2:3-Grupa Azoty Chemik Police;18.11.2020, 17:30;2020/2021
3;2;3;;;-;6;0;-2;10;1;0;0%;19;2;53%;47%;19;4;1;6;32%;5%;0;0;12 Alexandra Laziæ ;I£ Capital Legionovia Legionowo;18.11.2020I£ Capital Legionovia Legionowo-2:3-Grupa Azoty Chemik Police;18.11.2020, 17:30;2020/2021
;*;*;6;5;-;6;1;4;11;0;1;36%;9;1;56%;33%;10;0;1;5;50%;40%;0;0;16 Juliette Fidon-Lebleu ;I£ Capital Legionovia Legionowo;18.11.2020I£ Capital Legionovia Legionowo-2:3-Grupa Azoty Chemik Police;18.11.2020, 17:30;2020/2021
*;*;*;*;*;-;0;0;-1;0;0;0;-;37;1;49%;24%;0;0;0;0;-;-;0;0;17 Aleksandra Krzos (L);I£ Capital Legionovia Legionowo;18.11.2020I£ Capital Legionovia Legionowo-2:3-Grupa Azoty Chemik Police;18.11.2020, 17:30;2020/2021
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;20 Daria Przyby³a (L);I£ Capital Legionovia Legionowo;18.11.2020I£ Capital Legionovia Legionowo-2:3-Grupa Azoty Chemik Police;18.11.2020, 17:30;2020/2021
3;3;3;;;-;12;2;11;9;0;1;11%;3;0;100%;33%;15;1;0;10;67%;60%;1;0;1 Judyta Gawlak ;I£ Capital Legionovia Legionowo;19.10.2020I£ Capital Legionovia Legionowo-0:3-Grupa Azoty Chemik Police;19.10.2020, 20:30;2020/2021
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;2 Angelika Wystel ;I£ Capital Legionovia Legionowo;19.10.2020I£ Capital Legionovia Legionowo-0:3-Grupa Azoty Chemik Police;19.10.2020, 20:30;2020/2021
*;*;*;;;-;0;0;0;1;0;0;0%;0;0;-;-;0;0;0;0;-;-;0;0;6 Maja Pelczarska ;I£ Capital Legionovia Legionowo;19.10.2020I£ Capital Legionovia Legionowo-0:3-Grupa Azoty Chemik Police;19.10.2020, 20:30;2020/2021
2;2;2;;;-;9;4;5;13;0;0;15%;27;1;67%;41%;20;0;3;8;40%;25%;1;2;7 Natalia Skrzypkowska ;I£ Capital Legionovia Legionowo;19.10.2020I£ Capital Legionovia Legionowo-0:3-Grupa Azoty Chemik Police;19.10.2020, 20:30;2020/2021
*;;;;;-;0;0;0;2;0;0;0%;0;0;-;-;0;0;0;0;-;-;0;0;10 Patrycja G¹dek ;I£ Capital Legionovia Legionowo;19.10.2020I£ Capital Legionovia Legionowo-0:3-Grupa Azoty Chemik Police;19.10.2020, 20:30;2020/2021
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;11 Gabriela Ponikowska ;I£ Capital Legionovia Legionowo;19.10.2020I£ Capital Legionovia Legionowo-0:3-Grupa Azoty Chemik Police;19.10.2020, 20:30;2020/2021
5;5;5;;;-;8;3;-2;12;2;0;-8%;18;3;39%;11%;25;3;2;8;32%;12%;0;0;13 Marta Wellna ;I£ Capital Legionovia Legionowo;19.10.2020I£ Capital Legionovia Legionowo-0:3-Grupa Azoty Chemik Police;19.10.2020, 20:30;2020/2021
*;*;*;;;-;3;0;3;3;0;0;0%;0;0;-;-;7;0;0;3;43%;43%;0;0;16 Alina Bartkowska ;I£ Capital Legionovia Legionowo;19.10.2020I£ Capital Legionovia Legionowo-0:3-Grupa Azoty Chemik Police;19.10.2020, 20:30;2020/2021
*;*;*;;;-;0;0;-1;0;0;0;-;20;1;65%;30%;0;0;0;0;-;-;0;0;17 Anna Bodasiñska (L);I£ Capital Legionovia Legionowo;19.10.2020I£ Capital Legionovia Legionowo-0:3-Grupa Azoty Chemik Police;19.10.2020, 20:30;2020/2021
*;*;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;20 Anna Paw³owska (L);I£ Capital Legionovia Legionowo;19.10.2020I£ Capital Legionovia Legionowo-0:3-Grupa Azoty Chemik Police;19.10.2020, 20:30;2020/2021
6;6;6;;;-;9;1;6;6;2;0;-17%;2;0;50%;0%;17;0;1;6;35%;28%;3;3;21 Sonia Kubacka ;I£ Capital Legionovia Legionowo;19.10.2020I£ Capital Legionovia Legionowo-0:3-Grupa Azoty Chemik Police;19.10.2020, 20:30;2020/2021
1;1;1;;;-;1;1;-3;11;2;1;-9%;0;0;-;-;5;1;1;0;0%;-40%;0;0;22 Sylwia Kucharska ;I£ Capital Legionovia Legionowo;19.10.2020I£ Capital Legionovia Legionowo-0:3-Grupa Azoty Chemik Police;19.10.2020, 20:30;2020/2021
4;4;4;;;-;9;2;5;7;0;0;0%;0;0;-;-;18;1;3;7;39%;17%;2;1;23 Koleta £yszkiewicz ;I£ Capital Legionovia Legionowo;19.10.2020I£ Capital Legionovia Legionowo-0:3-Grupa Azoty Chemik Police;19.10.2020, 20:30;2020/2021
*;*;*;;;-;0;0;-1;0;0;0;-;17;1;71%;41%;0;0;0;0;-;-;0;0;1 Maria Stenzel (L);I£ Capital Legionovia Legionowo;19.10.2020I£ Capital Legionovia Legionowo-0:3-Grupa Azoty Chemik Police;19.10.2020, 20:30;2020/2021
1;1;1;;;-;3;1;2;11;1;0;9%;0;0;-;-;2;0;0;1;50%;50%;2;0;2 Julia Nowicka ;I£ Capital Legionovia Legionowo;19.10.2020I£ Capital Legionovia Legionowo-0:3-Grupa Azoty Chemik Police;19.10.2020, 20:30;2020/2021
6;6;6;;;-;9;6;9;13;0;2;15%;0;0;-;-;9;0;0;5;56%;56%;2;2;5 Ma³gorzata Lisiak ;I£ Capital Legionovia Legionowo;19.10.2020I£ Capital Legionovia Legionowo-0:3-Grupa Azoty Chemik Police;19.10.2020, 20:30;2020/2021
3;3;3;;;-;9;4;9;9;0;0;0%;1;0;100%;0%;10;0;0;6;60%;60%;3;3;6 Anna Lewandowska ;I£ Capital Legionovia Legionowo;19.10.2020I£ Capital Legionovia Legionowo-0:3-Grupa Azoty Chemik Police;19.10.2020, 20:30;2020/2021
5;5;5;;;-;14;5;8;14;2;2;7%;19;1;58%;26%;29;1;2;12;41%;31%;0;0;8 Zuzanna Górecka ;I£ Capital Legionovia Legionowo;19.10.2020I£ Capital Legionovia Legionowo-0:3-Grupa Azoty Chemik Police;19.10.2020, 20:30;2020/2021
4;4;4;;;-;16;4;10;12;0;0;8%;0;0;-;-;39;3;3;15;38%;23%;1;0;12 Veronica Jones-Perry ;I£ Capital Legionovia Legionowo;19.10.2020I£ Capital Legionovia Legionowo-0:3-Grupa Azoty Chemik Police;19.10.2020, 20:30;2020/2021
2;2;2;;;-;10;4;6;14;0;1;7%;21;0;33%;14%;20;2;2;7;35%;15%;2;1;14 Monika Fedusio ;I£ Capital Legionovia Legionowo;19.10.2020I£ Capital Legionovia Legionowo-0:3-Grupa Azoty Chemik Police;19.10.2020, 20:30;2020/2021
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;15 Kornelia Moskwa ;I£ Capital Legionovia Legionowo;19.10.2020I£ Capital Legionovia Legionowo-0:3-Grupa Azoty Chemik Police;19.10.2020, 20:30;2020/2021
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;16 Ewelina Tobiasz ;I£ Capital Legionovia Legionowo;19.10.2020I£ Capital Legionovia Legionowo-0:3-Grupa Azoty Chemik Police;19.10.2020, 20:30;2020/2021
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;20 Justyna Kêdziora ;I£ Capital Legionovia Legionowo;19.10.2020I£ Capital Legionovia Legionowo-0:3-Grupa Azoty Chemik Police;19.10.2020, 20:30;2020/2021
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;24 Paulina Damaske ;I£ Capital Legionovia Legionowo;19.10.2020I£ Capital Legionovia Legionowo-0:3-Grupa Azoty Chemik Police;19.10.2020, 20:30;2020/2021
1;1;1;;;-;20;10;17;11;1;1;0%;21;0;43%;38%;31;0;2;16;52%;45%;3;1;1 Aleksandra Kaza³a ;I£ Capital Legionovia Legionowo;09.11.2020I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;09.11.2020, 20:30;2020/2021
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;2 Aleksandra Szczyg³owska (L);I£ Capital Legionovia Legionowo;09.11.2020I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;09.11.2020, 20:30;2020/2021
*;;;;;-;0;0;0;4;0;0;0%;0;0;-;-;0;0;0;0;-;-;0;0;3 Karolina Dru¿kowska ;I£ Capital Legionovia Legionowo;09.11.2020I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;09.11.2020, 20:30;2020/2021
*;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;6 Katarzyna Wawrzyniak ;I£ Capital Legionovia Legionowo;09.11.2020I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;09.11.2020, 20:30;2020/2021
5;5;5;;;-;8;4;5;13;1;1;0%;1;0;0%;0%;9;0;2;4;44%;22%;3;3;8 Magdalena Janiuk ;I£ Capital Legionovia Legionowo;09.11.2020I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;09.11.2020, 20:30;2020/2021
4;4;4;;;-;9;4;3;16;1;1;6%;19;1;26%;11%;26;0;4;6;23%;8%;2;1;10 Andrea Kossanyiova ;I£ Capital Legionovia Legionowo;09.11.2020I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;09.11.2020, 20:30;2020/2021
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;11 Dagmara D¹browska ;I£ Capital Legionovia Legionowo;09.11.2020I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;09.11.2020, 20:30;2020/2021
2;2;2;;;-;8;2;7;14;1;0;0%;1;0;100%;100%;14;0;0;6;43%;43%;2;6;13 Martyna Œwirad ;I£ Capital Legionovia Legionowo;09.11.2020I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;09.11.2020, 20:30;2020/2021
*;*;*;;;-;0;0;0;0;0;0;-;13;0;69%;46%;0;0;0;0;-;-;0;0;16 Kinga Drabek (L);I£ Capital Legionovia Legionowo;09.11.2020I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;09.11.2020, 20:30;2020/2021
3;3;3;;;-;13;3;10;11;1;0;-9%;0;0;-;-;30;2;0;13;43%;37%;0;0;18 Gabriela Orvosova ;I£ Capital Legionovia Legionowo;09.11.2020I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;09.11.2020, 20:30;2020/2021
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;20 Dominika Witowska ;I£ Capital Legionovia Legionowo;09.11.2020I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;09.11.2020, 20:30;2020/2021
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;22 Weronika Szlagowska ;I£ Capital Legionovia Legionowo;09.11.2020I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;09.11.2020, 20:30;2020/2021
6;6;6;;;-;4;3;3;5;0;1;20%;0;0;-;-;3;1;0;1;33%;0%;2;4;23 Natalia Gajewska ;I£ Capital Legionovia Legionowo;09.11.2020I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;09.11.2020, 20:30;2020/2021
5;4;6;;;-;10;3;10;8;0;0;12%;2;0;50%;0%;13;0;0;7;54%;54%;3;6;3 Kamila Witkowska ;I£ Capital Legionovia Legionowo;09.11.2020I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;09.11.2020, 20:30;2020/2021
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;5 Aleksandra Gancarz ;I£ Capital Legionovia Legionowo;09.11.2020I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;09.11.2020, 20:30;2020/2021
*;*;1;;;-;2;2;2;1;0;0;0%;0;0;-;-;0;0;0;0;-;-;2;0;7 Weronika Wo³odko ;I£ Capital Legionovia Legionowo;09.11.2020I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;09.11.2020, 20:30;2020/2021
1;6;2;;;-;9;2;3;9;0;0;0%;10;0;70%;50%;32;2;4;9;28%;9%;0;0;9 Natalia Murek ;I£ Capital Legionovia Legionowo;09.11.2020I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;09.11.2020, 20:30;2020/2021
*;*;*;;;-;0;0;-1;0;0;0;-;12;1;50%;25%;0;0;0;0;-;-;0;0;10 Agnieszka Adamek (L);I£ Capital Legionovia Legionowo;09.11.2020I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;09.11.2020, 20:30;2020/2021
6;5;*;;;-;1;1;0;4;0;1;25%;0;0;-;-;2;0;1;0;0%;-50%;0;0;11 Adrianna Szady ;I£ Capital Legionovia Legionowo;09.11.2020I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;09.11.2020, 20:30;2020/2021
3;2;4;;;-;7;4;1;7;0;0;0%;0;0;-;-;23;4;2;6;26%;0%;1;4;14 Ma³gorzata Jasek ;I£ Capital Legionovia Legionowo;09.11.2020I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;09.11.2020, 20:30;2020/2021
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;15 Karolina Pancewicz (L);I£ Capital Legionovia Legionowo;09.11.2020I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;09.11.2020, 20:30;2020/2021
;*;*;;;-;2;1;0;4;0;0;0%;0;0;-;-;7;1;1;1;14%;-14%;1;0;16 Izabella Rapacz ;I£ Capital Legionovia Legionowo;09.11.2020I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;09.11.2020, 20:30;2020/2021
;*;5;;;-;5;0;-2;5;1;0;-20%;22;2;36%;18%;13;2;2;5;38%;8%;0;0;20 Anna B¹czyñska ;I£ Capital Legionovia Legionowo;09.11.2020I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;09.11.2020, 20:30;2020/2021
2;1;3;;;-;6;1;3;12;0;0;0%;5;1;0%;0%;10;0;2;5;50%;30%;1;4;22 Karolina Fedorek ;I£ Capital Legionovia Legionowo;09.11.2020I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;09.11.2020, 20:30;2020/2021
4;3;;;;-;4;1;4;6;0;0;0%;18;0;22%;11%;17;0;0;4;24%;24%;0;1;23 Paula Czerwiñska ;I£ Capital Legionovia Legionowo;09.11.2020I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;09.11.2020, 20:30;2020/2021
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;1 Katarina Osadchuk ;I£ Capital Legionovia Legionowo;19.10.2020I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;19.10.2020, 17:30;2020/2021
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;4 Joanna Pacak ;I£ Capital Legionovia Legionowo;19.10.2020I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;19.10.2020, 17:30;2020/2021
4;4;4;;;-;13;9;9;7;0;0;0%;26;1;69%;42%;26;0;3;13;50%;38%;0;1;6 Aleksandra Wójcik ;I£ Capital Legionovia Legionowo;19.10.2020I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;19.10.2020, 17:30;2020/2021
1;1;1;;;-;14;7;8;19;3;2;-5%;18;0;39%;22%;26;2;1;11;42%;31%;1;3;7 Katarina Lazoviæ ;I£ Capital Legionovia Legionowo;19.10.2020I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;19.10.2020, 17:30;2020/2021
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;8 Aleksandra Szczepañska ;I£ Capital Legionovia Legionowo;19.10.2020I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;19.10.2020, 17:30;2020/2021
5;5;5;;;-;6;1;3;12;3;0;-25%;0;0;-;-;6;0;0;5;83%;83%;1;3;9 Nadja Ninkoviæ ;I£ Capital Legionovia Legionowo;19.10.2020I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;19.10.2020, 17:30;2020/2021
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;10 Agata Wawrzyñczyk ;I£ Capital Legionovia Legionowo;19.10.2020I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;19.10.2020, 17:30;2020/2021
6;6;6;;;-;3;1;1;12;2;0;-17%;0;0;-;-;3;0;0;1;33%;33%;2;2;12 Britt Bongaerts ;I£ Capital Legionovia Legionowo;19.10.2020I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;19.10.2020, 17:30;2020/2021
*;*;*;;;-;0;0;0;0;0;0;-;9;0;56%;22%;0;0;0;0;-;-;0;0;13 Krystyna Strasz (L);I£ Capital Legionovia Legionowo;19.10.2020I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;19.10.2020, 17:30;2020/2021
2;2;2;;;-;4;3;0;11;1;0;-9%;0;0;-;-;6;3;0;1;17%;-33%;3;5;15 Klaudia Alagierska-Szczepaniak ;I£ Capital Legionovia Legionowo;19.10.2020I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;19.10.2020, 17:30;2020/2021
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;17 Oliwia Laszczyk ;I£ Capital Legionovia Legionowo;19.10.2020I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;19.10.2020, 17:30;2020/2021
3;3;3;;;-;19;10;9;16;2;0;0%;0;0;-;-;40;5;3;18;45%;25%;1;1;18 Katarzyna Zaroœliñska-Król ;I£ Capital Legionovia Legionowo;19.10.2020I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;19.10.2020, 17:30;2020/2021
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;27 Ann Kalandadze ;I£ Capital Legionovia Legionowo;19.10.2020I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;19.10.2020, 17:30;2020/2021
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;33 Magdalena Saad (L);I£ Capital Legionovia Legionowo;19.10.2020I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;19.10.2020, 17:30;2020/2021
1;1;6;;;-;0;0;-4;9;0;0;0%;20;0;45%;20%;7;2;2;0;0%;-56%;0;1;2 Martyna Grajber ;I£ Capital Legionovia Legionowo;19.10.2020I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;19.10.2020, 17:30;2020/2021
3;3;*;;;-;2;2;1;6;1;1;0%;1;0;100%;0%;2;0;0;0;0%;0%;1;1;4 Marlena Kowalewska ;I£ Capital Legionovia Legionowo;19.10.2020I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;19.10.2020, 17:30;2020/2021
5;5;4;;;-;10;4;10;6;0;0;0%;0;0;-;-;14;0;0;8;57%;56%;2;3;5 Agnieszka Korneluk ;I£ Capital Legionovia Legionowo;19.10.2020I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;19.10.2020, 17:30;2020/2021
6;6;5;;;-;16;4;10;9;1;0;-11%;0;0;-;-;45;3;2;14;31%;20%;2;4;6 Jovana Brakocevic-Canzian ;I£ Capital Legionovia Legionowo;19.10.2020I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;19.10.2020, 17:30;2020/2021
2;2;;;;-;1;1;-2;6;1;0;-17%;0;0;-;-;2;0;2;0;0%;-100%;1;0;7 Katarzyna Po³eæ ;I£ Capital Legionovia Legionowo;19.10.2020I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;19.10.2020, 17:30;2020/2021
;*;1;;;-;1;0;-1;5;1;0;-20%;0;0;-;-;7;1;0;1;14%;0%;0;0;8 Indy Baijens ;I£ Capital Legionovia Legionowo;19.10.2020I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;19.10.2020, 17:30;2020/2021
;*;;;;-;1;0;1;1;0;0;0%;2;0;100%;50%;2;0;0;1;50%;50%;0;0;9 Iga Wasilewska ;I£ Capital Legionovia Legionowo;19.10.2020I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;19.10.2020, 17:30;2020/2021
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;11 Martyna £ukasik ;I£ Capital Legionovia Legionowo;19.10.2020I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;19.10.2020, 17:30;2020/2021
*;*;*;;;-;0;0;-1;0;0;0;-;9;1;78%;11%;0;0;0;0;-;-;0;0;13 Paulina Maj-Erwardt (L);I£ Capital Legionovia Legionowo;19.10.2020I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;19.10.2020, 17:30;2020/2021
4;4;3;;;-;5;1;-1;10;2;0;-10%;32;1;59%;28%;18;1;2;5;28%;11%;0;2;14 Natalia Mêdrzyk ;I£ Capital Legionovia Legionowo;19.10.2020I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;19.10.2020, 17:30;2020/2021
;*;;;;-;0;0;0;0;0;0;-;2;0;50%;50%;0;0;0;0;-;-;0;0;16 Aleksandra ¯urawska ;I£ Capital Legionovia Legionowo;19.10.2020I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;19.10.2020, 17:30;2020/2021
*;*;2;;;-;1;1;0;8;1;0;0%;0;0;-;-;2;0;0;0;0%;0%;1;0;17 Paulina Ba³dyga ;I£ Capital Legionovia Legionowo;19.10.2020I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;19.10.2020, 17:30;2020/2021
1;1;1;1;6;-;2;1;1;19;0;0;5%;0;0;-;-;5;0;1;2;40%;20%;0;1;1 Ewelina Polak ;I£ Capital Legionovia Legionowo;16.10.2020I£ Capital Legionovia Legionowo-3:2-Grupa Azoty Chemik Police;16.10.2020, 20:30;2020/2021
6;6;;;;-;1;1;-3;5;1;0;-20%;1;0;0%;0%;6;2;1;0;0%;-50%;1;1;3 Monika Ptak ;I£ Capital Legionovia Legionowo;16.10.2020I£ Capital Legionovia Legionowo-3:2-Grupa Azoty Chemik Police;16.10.2020, 20:30;2020/2021
;;6;6;5;-;4;2;4;7;0;1;28%;0;0;-;-;5;0;0;3;60%;60%;0;4;4 Karolina Bednarek ;I£ Capital Legionovia Legionowo;16.10.2020I£ Capital Legionovia Legionowo-3:2-Grupa Azoty Chemik Police;16.10.2020, 20:30;2020/2021
