I;II;III;IV;V;Punkty;Liczba;as;b≥Ídy zagrywka;Asy na set;liczba;b≥Ídy przyjÍcie;Neg;Poz;poz%;Perf;perf%;liczba1;b≥Ídy atak;blok;Perf1;% perf;pkt;Pkt na set;Nazwisko;Klub;Klucz;Data spotkania;Sezon;Faza;Kolejka
3;4;3;;;2;13;0;1;0,00;0;0;0;0;-;0;-;4;1;0;2;50%;0;0,00;15 Klaudia Alagierska-Szczepaniak ;£KS Commercecon £Ûdü;18.01.2020Enea PTPS Pi≥a-1:3-£KS Commercecon £Ûdü;18.01.2020, 18:00;2020/2021;zasadnicza;14
;;;;;0;0;0;0;0,00;0;0;0;0;-;0;-;0;0;0;0;0%;0;0,00;16 Anna Korabiec (L);£KS Commercecon £Ûdü;18.01.2020Enea PTPS Pi≥a-1:3-£KS Commercecon £Ûdü;18.01.2020, 18:00;2020/2021;zasadnicza;14
;;*;;;1;2;0;0;0,00;0;0;0;0;-;0;-;1;0;0;0;0%;1;1,00;18 Valeria Caracuta ;£KS Commercecon £Ûdü;18.01.2020Enea PTPS Pi≥a-1:3-£KS Commercecon £Ûdü;18.01.2020, 18:00;2020/2021;zasadnicza;14
5;6;1;;;6;4;0;1;0,00;0;0;0;0;-;0;-;9;1;0;4;44%;2;0,67;1 Julietta Lazcano ;E.LECLERC Radomka Radom;20.01.2020E.LECLERC Radomka Radom-0:3-Energa MKS Kalisz;20.01.2020, 17:30;2020/2021;zasadnicza;14
;*;*;;;0;0;0;0;0,00;0;0;0;0;-;0;-;0;0;0;0;0%;0;0,00;2 Anna BodasiÒska (L);E.LECLERC Radomka Radom;20.01.2020E.LECLERC Radomka Radom-0:3-Energa MKS Kalisz;20.01.2020, 17:30;2020/2021;zasadnicza;14
*;*;*;;;0;0;0;0;0,00;12;0;4;6;50%;2;17%;0;0;0;0;0%;0;0,00;3 Agata Witkowska (L);E.LECLERC Radomka Radom;20.01.2020E.LECLERC Radomka Radom-0:3-Energa MKS Kalisz;20.01.2020, 17:30;2020/2021;zasadnicza;14
;;;;;0;0;0;0;0,00;0;0;0;0;-;0;-;0;0;0;0;0%;0;0,00;4 Klaudia Laskowska ;E.LECLERC Radomka Radom;20.01.2020E.LECLERC Radomka Radom-0:3-Energa MKS Kalisz;20.01.2020, 17:30;2020/2021;zasadnicza;14
6;1;;;;2;6;2;0;1,00;0;0;0;0;-;0;-;1;0;1;0;0%;0;0,00;7 Paulina Szpak ;E.LECLERC Radomka Radom;20.01.2020E.LECLERC Radomka Radom-0:3-Energa MKS Kalisz;20.01.2020, 17:30;2020/2021;zasadnicza;14
2;3;4;;;5;11;3;1;1,00;0;0;0;0;-;0;-;3;0;0;1;33%;1;0,33;8 Izabela Ba≥ucka ;E.LECLERC Radomka Radom;20.01.2020E.LECLERC Radomka Radom-0:3-Energa MKS Kalisz;20.01.2020, 17:30;2020/2021;zasadnicza;14
3;4;5;;;9;9;0;0;0,00;0;0;0;0;-;0;-;24;1;4;9;38%;0;0,00;9 Marharyta Azizova ;E.LECLERC Radomka Radom;20.01.2020E.LECLERC Radomka Radom-0:3-Energa MKS Kalisz;20.01.2020, 17:30;2020/2021;zasadnicza;14
*;*;;;;0;2;0;2;0,00;0;0;0;0;-;0;-;0;0;0;0;0%;0;0,00;11 Sonia Kubacka ;E.LECLERC Radomka Radom;20.01.2020E.LECLERC Radomka Radom-0:3-Energa MKS Kalisz;20.01.2020, 17:30;2020/2021;zasadnicza;14
;;*;;;0;0;0;0;0,00;6;1;1;3;50%;2;33%;0;0;0;0;0%;0;0,00;12 Oliwia Ba≥uk ;E.LECLERC Radomka Radom;20.01.2020E.LECLERC Radomka Radom-0:3-Energa MKS Kalisz;20.01.2020, 17:30;2020/2021;zasadnicza;14
;;;;;0;0;0;0;0,00;0;0;0;0;-;0;-;0;0;0;0;0%;0;0,00;13 Renata Bia≥a ;E.LECLERC Radomka Radom;20.01.2020E.LECLERC Radomka Radom-0:3-Energa MKS Kalisz;20.01.2020, 17:30;2020/2021;zasadnicza;14
;*;2;;;2;10;0;2;0,00;0;0;0;0;-;0;-;1;0;0;1;100%;1;0,50;14 Paulina Zaborowska ;E.LECLERC Radomka Radom;20.01.2020E.LECLERC Radomka Radom-0:3-Energa MKS Kalisz;20.01.2020, 17:30;2020/2021;zasadnicza;14
;*;;;;0;0;0;0;0,00;3;0;1;1;33%;0;0%;2;1;0;0;0%;0;0,00;16 Emilia Mucha ;E.LECLERC Radomka Radom;20.01.2020E.LECLERC Radomka Radom-0:3-Energa MKS Kalisz;20.01.2020, 17:30;2020/2021;zasadnicza;14
1;2;3;;;12;13;5;1;1,67;10;0;6;2;20%;0;0%;22;2;1;7;32%;0;0,00;17 Majka SzczepaÒska-Pogoda ;E.LECLERC Radomka Radom;20.01.2020E.LECLERC Radomka Radom-0:3-Energa MKS Kalisz;20.01.2020, 17:30;2020/2021;zasadnicza;14
4;5;6;;;14;8;0;2;0,00;41;4;13;11;27%;7;17%;29;5;1;14;48%;0;0,00;20 Veronica Jones-Perry ;E.LECLERC Radomka Radom;20.01.2020E.LECLERC Radomka Radom-0:3-Energa MKS Kalisz;20.01.2020, 17:30;2020/2021;zasadnicza;14
4;4;4;;;12;13;2;1;0,67;19;4;3;8;42%;5;26%;24;2;0;9;38%;1;0,33;1 Hillary Hurley ;Energa MKS Kalisz;20.01.2020E.LECLERC Radomka Radom-0:3-Energa MKS Kalisz;20.01.2020, 17:30;2020/2021;zasadnicza;14
5;5;5;;;13;10;1;0;0,33;0;0;0;0;-;0;-;14;1;0;11;79%;1;0,33;3 Monika Ptak ;Energa MKS Kalisz;20.01.2020E.LECLERC Radomka Radom-0:3-Energa MKS Kalisz;20.01.2020, 17:30;2020/2021;zasadnicza;14
2;2;2;;;3;19;1;0;0,33;0;0;0;0;-;0;-;9;0;2;1;11%;1;0,33;5 Ma≥gorzata Jasek ;Energa MKS Kalisz;20.01.2020E.LECLERC Radomka Radom-0:3-Energa MKS Kalisz;20.01.2020, 17:30;2020/2021;zasadnicza;14
;;;;;0;0;0;0;0,00;0;0;0;0;-;0;-;0;0;0;0;0%;0;0,00;7 Adrianna Rybak ;Energa MKS Kalisz;20.01.2020E.LECLERC Radomka Radom-0:3-Energa MKS Kalisz;20.01.2020, 17:30;2020/2021;zasadnicza;14
;;;;;0;0;0;0;0,00;0;0;0;0;-;0;-;0;0;0;0;0%;0;0,00;8 Zuzanna Wawrzyniak ;Energa MKS Kalisz;20.01.2020E.LECLERC Radomka Radom-0:3-Energa MKS Kalisz;20.01.2020, 17:30;2020/2021;zasadnicza;14
;;;;;0;0;0;0;0,00;0;0;0;0;-;0;-;0;0;0;0;0%;0;0,00;9 Weronika Centka ;Energa MKS Kalisz;20.01.2020E.LECLERC Radomka Radom-0:3-Energa MKS Kalisz;20.01.2020, 17:30;2020/2021;zasadnicza;14
3;3;3;;;10;12;0;2;0,00;0;0;0;0;-;0;-;22;3;2;7;32%;3;1,00;10 Adela HeliÊ ;Energa MKS Kalisz;20.01.2020E.LECLERC Radomka Radom-0:3-Energa MKS Kalisz;20.01.2020, 17:30;2020/2021;zasadnicza;14
6;6;6;;;3;11;1;1;0,33;0;0;0;0;-;0;-;2;0;0;1;50%;1;0,33;11 Adrianna Szady ;Energa MKS Kalisz;20.01.2020E.LECLERC Radomka Radom-0:3-Energa MKS Kalisz;20.01.2020, 17:30;2020/2021;zasadnicza;14
1;1;1;;;13;11;0;0;0,00;26;4;7;9;35%;2;8%;23;1;0;13;57%;0;0,00;12 Jovana VesoviÊ ;Energa MKS Kalisz;20.01.2020E.LECLERC Radomka Radom-0:3-Energa MKS Kalisz;20.01.2020, 17:30;2020/2021;zasadnicza;14
;;;;;0;0;0;0;0,00;0;0;0;0;-;0;-;0;0;0;0;0%;0;0,00;14 Ewelina BrzeziÒska ;Energa MKS Kalisz;20.01.2020E.LECLERC Radomka Radom-0:3-Energa MKS Kalisz;20.01.2020, 17:30;2020/2021;zasadnicza;14
*;*;*;;;0;0;0;0;0,00;0;0;0;0;-;0;-;0;0;0;0;0%;0;0,00;16 Klaudia Kulig (L);Energa MKS Kalisz;20.01.2020E.LECLERC Radomka Radom-0:3-Energa MKS Kalisz;20.01.2020, 17:30;2020/2021;zasadnicza;14
*;*;*;;;0;0;0;0;0,00;9;2;3;3;33%;2;22%;0;0;0;0;0%;0;0,00;18 Justyna £ysiak (L);Energa MKS Kalisz;20.01.2020E.LECLERC Radomka Radom-0:3-Energa MKS Kalisz;20.01.2020, 17:30;2020/2021;zasadnicza;14
6;1;6;6;6;3;10;0;0;0,00;1;0;0;0;0%;0;0%;11;1;3;3;27%;0;0,00;1 Julietta Lazcano ;E.LECLERC Radomka Radom;25.01.2020E.LECLERC Radomka Radom-3:2-Grot Budowlani £Ûdü;25.01.2020, 17:00;2020/2021;zasadnicza;15
*;*;*;*;*;0;0;0;0;0,00;0;0;0;0;-;0;-;0;0;0;0;0%;0;0,00;2 Anna BodasiÒska (L);E.LECLERC Radomka Radom;25.01.2020E.LECLERC Radomka Radom-3:2-Grot Budowlani £Ûdü;25.01.2020, 17:00;2020/2021;zasadnicza;15
*;*;*;*;*;0;0;0;0;0,00;20;1;2;12;60%;7;35%;0;0;0;0;0%;0;0,00;3 Agata Witkowska (L);E.LECLERC Radomka Radom;25.01.2020E.LECLERC Radomka Radom-3:2-Grot Budowlani £Ûdü;25.01.2020, 17:00;2020/2021;zasadnicza;15
;;;*;;0;1;0;0;0,00;0;0;0;0;-;0;-;0;0;0;0;0%;0;0,00;4 Klaudia Laskowska ;E.LECLERC Radomka Radom;25.01.2020E.LECLERC Radomka Radom-3:2-Grot Budowlani £Ûdü;25.01.2020, 17:00;2020/2021;zasadnicza;15
3;;;;;2;3;1;1;1,00;1;0;1;0;0%;0;0%;5;1;0;1;20%;0;0,00;8 Izabela Ba≥ucka ;E.LECLERC Radomka Radom;25.01.2020E.LECLERC Radomka Radom-3:2-Grot Budowlani £Ûdü;25.01.2020, 17:00;2020/2021;zasadnicza;15
;;*;;;0;0;0;0;0,00;0;0;0;0;-;0;-;0;0;0;0;0%;0;0,00;9 Marharyta Azizova ;E.LECLERC Radomka Radom;25.01.2020E.LECLERC Radomka Radom-3:2-Grot Budowlani £Ûdü;25.01.2020, 17:00;2020/2021;zasadnicza;15
*;4;3;3;3;9;15;2;2;0,40;1;0;1;0;0%;0;0%;13;2;1;4;31%;3;0,60;11 Sonia Kubacka ;E.LECLERC Radomka Radom;25.01.2020E.LECLERC Radomka Radom-3:2-Grot Budowlani £Ûdü;25.01.2020, 17:00;2020/2021;zasadnicza;15
;*;*;;*;0;4;0;0;0,00;0;0;0;0;-;0;-;0;0;0;0;0%;0;0,00;12 Oliwia Ba≥uk ;E.LECLERC Radomka Radom;25.01.2020E.LECLERC Radomka Radom-3:2-Grot Budowlani £Ûdü;25.01.2020, 17:00;2020/2021;zasadnicza;15
;;*;;;0;0;0;0;0,00;0;0;0;0;-;0;-;0;0;0;0;0%;0;0,00;13 Renata Bia≥a ;E.LECLERC Radomka Radom;25.01.2020E.LECLERC Radomka Radom-3:2-Grot Budowlani £Ûdü;25.01.2020, 17:00;2020/2021;zasadnicza;15
1;2;1;1;1;4;16;1;1;0,20;0;0;0;0;-;0;-;5;1;2;1;20%;2;0,40;14 Paulina Zaborowska ;E.LECLERC Radomka Radom;25.01.2020E.LECLERC Radomka Radom-3:2-Grot Budowlani £Ûdü;25.01.2020, 17:00;2020/2021;zasadnicza;15
2;3;2;2;2;16;25;2;0;0,40;54;3;19;22;41%;12;22%;30;0;1;10;33%;4;0,80;16 Emilia Mucha ;E.LECLERC Radomka Radom;25.01.2020E.LECLERC Radomka Radom-3:2-Grot Budowlani £Ûdü;25.01.2020, 17:00;2020/2021;zasadnicza;15
4;5;4;4;4;20;20;2;4;0,40;0;0;0;0;-;0;-;36;3;3;17;47%;1;0,20;17 Majka SzczepaÒska-Pogoda ;E.LECLERC Radomka Radom;25.01.2020E.LECLERC Radomka Radom-3:2-Grot Budowlani £Ûdü;25.01.2020, 17:00;2020/2021;zasadnicza;15
5;6;5;5;5;31;21;3;6;0,60;26;1;4;7;27%;2;8%;60;3;6;27;45%;1;0,20;20 Veronica Jones-Perry ;E.LECLERC Radomka Radom;25.01.2020E.LECLERC Radomka Radom-3:2-Grot Budowlani £Ûdü;25.01.2020, 17:00;2020/2021;zasadnicza;15
*;*;*;*;*;0;0;0;0;0,00;23;0;6;16;70%;12;52%;0;0;0;0;0%;0;0,00;1 Maria Stenzel (L);Grot Budowlani £Ûdü;25.01.2020E.LECLERC Radomka Radom-3:2-Grot Budowlani £Ûdü;25.01.2020, 17:00;2020/2021;zasadnicza;15
3;6;;;;0;7;0;1;0,00;0;0;0;0;-;0;-;1;1;0;0;0%;0;0,00;2 Julia Nowicka ;Grot Budowlani £Ûdü;25.01.2020E.LECLERC Radomka Radom-3:2-Grot Budowlani £Ûdü;25.01.2020, 17:00;2020/2021;zasadnicza;15
5;2;2;2;2;12;17;1;2;0,20;0;0;0;0;-;0;-;11;0;3;6;55%;5;1,00;5 Ma≥gorzata Lisiak ;Grot Budowlani £Ûdü;25.01.2020E.LECLERC Radomka Radom-3:2-Grot Budowlani £Ûdü;25.01.2020, 17:00;2020/2021;zasadnicza;15
4;1;1;1;1;18;21;1;1;0,20;22;4;6;5;23%;1;5%;35;5;1;13;37%;4;0,80;7 Julia Kπkol ;Grot Budowlani £Ûdü;25.01.2020E.LECLERC Radomka Radom-3:2-Grot Budowlani £Ûdü;25.01.2020, 17:00;2020/2021;zasadnicza;15
6;3;3;3;3;22;18;1;3;0,20;0;0;0;0;-;0;-;47;4;5;20;43%;1;0,20;8 Anastasiya Kraiduba ;Grot Budowlani £Ûdü;25.01.2020E.LECLERC Radomka Radom-3:2-Grot Budowlani £Ûdü;25.01.2020, 17:00;2020/2021;zasadnicza;15
;;;;;0;0;0;0;0,00;0;0;0;0;-;0;-;0;0;0;0;0%;0;0,00;9 Jaroslava Pencova ;Grot Budowlani £Ûdü;25.01.2020E.LECLERC Radomka Radom-3:2-Grot Budowlani £Ûdü;25.01.2020, 17:00;2020/2021;zasadnicza;15
;;;;;0;0;0;0;0,00;0;0;0;0;-;0;-;0;0;0;0;0%;0;0,00;10 Gabriela Maciπgowski ;Grot Budowlani £Ûdü;25.01.2020E.LECLERC Radomka Radom-3:2-Grot Budowlani £Ûdü;25.01.2020, 17:00;2020/2021;zasadnicza;15
;;;;;0;0;0;0;0,00;0;0;0;0;-;0;-;0;0;0;0;0%;0;0,00;11 Agata Babicz ;Grot Budowlani £Ûdü;25.01.2020E.LECLERC Radomka Radom-3:2-Grot Budowlani £Ûdü;25.01.2020, 17:00;2020/2021;zasadnicza;15
;*;6;6;6;4;11;1;1;0,25;0;0;0;0;-;0;-;7;1;1;1;14%;2;0,50;13 Paulina Ba≥dyga ;Grot Budowlani £Ûdü;25.01.2020E.LECLERC Radomka Radom-3:2-Grot Budowlani £Ûdü;25.01.2020, 17:00;2020/2021;zasadnicza;15
2;5;5;5;5;7;24;0;0;0,00;2;1;0;1;50%;1;50%;8;1;0;3;38%;4;0,80;16 Anna Lewandowska ;Grot Budowlani £Ûdü;25.01.2020E.LECLERC Radomka Radom-3:2-Grot Budowlani £Ûdü;25.01.2020, 17:00;2020/2021;zasadnicza;15
;;;;;0;0;0;0;0,00;0;0;0;0;-;0;-;0;0;0;0;0%;0;0,00;18 Karolina Garstka ;Grot Budowlani £Ûdü;25.01.2020E.LECLERC Radomka Radom-3:2-Grot Budowlani £Ûdü;25.01.2020, 17:00;2020/2021;zasadnicza;15
1;4;4;4;4;21;15;1;2;0,20;54;6;16;24;44%;13;24%;46;5;2;19;41%;1;0,20;20 Anna BπczyÒska ;Grot Budowlani £Ûdü;25.01.2020E.LECLERC Radomka Radom-3:2-Grot Budowlani £Ûdü;25.01.2020, 17:00;2020/2021;zasadnicza;15
4;*;4;4;4;16;16;2;0;0,40;29;0;13;7;24%;2;7%;41;2;2;11;27%;3;0,60;1 Hillary Hurley ;Energa MKS Kalisz;25.01.2020Energa MKS Kalisz-2:3-Enea PTPS Pi≥a;25.01.2020, 18:30;2020/2021;zasadnicza;15
5;5;5;5;5;16;16;0;4;0,00;2;0;0;2;100%;1;50%;31;0;2;13;42%;3;0,60;3 Monika Ptak ;Energa MKS Kalisz;25.01.2020Energa MKS Kalisz-2:3-Enea PTPS Pi≥a;25.01.2020, 18:30;2020/2021;zasadnicza;15
2;2;2;;*;5;14;1;0;0,25;2;1;1;0;0%;0;0%;6;0;0;3;50%;1;0,25;5 Ma≥gorzata Jasek ;Energa MKS Kalisz;25.01.2020Energa MKS Kalisz-2:3-Enea PTPS Pi≥a;25.01.2020, 18:30;2020/2021;zasadnicza;15
;;;;;0;0;0;0;0,00;0;0;0;0;-;0;-;0;0;0;0;0%;0;0,00;7 Adrianna Rybak ;Energa MKS Kalisz;25.01.2020Energa MKS Kalisz-2:3-Enea PTPS Pi≥a;25.01.2020, 18:30;2020/2021;zasadnicza;15
;;;;;0;0;0;0;0,00;0;0;0;0;-;0;-;0;0;0;0;0%;0;0,00;8 Zuzanna Wawrzyniak ;Energa MKS Kalisz;25.01.2020Energa MKS Kalisz-2:3-Enea PTPS Pi≥a;25.01.2020, 18:30;2020/2021;zasadnicza;15
;;*;2;2;8;12;0;2;0,00;0;0;0;0;-;0;-;9;1;0;6;67%;2;0,67;9 Weronika Centka ;Energa MKS Kalisz;25.01.2020Energa MKS Kalisz-2:3-Enea PTPS Pi≥a;25.01.2020, 18:30;2020/2021;zasadnicza;15
3;3;3;3;3;24;23;1;3;0,20;0;0;0;0;-;0;-;41;7;4;18;44%;5;1,00;10 Adela HeliÊ ;Energa MKS Kalisz;25.01.2020Energa MKS Kalisz-2:3-Enea PTPS Pi≥a;25.01.2020, 18:30;2020/2021;zasadnicza;15
6;6;6;6;6;1;13;0;2;0,00;0;0;0;0;-;0;-;1;0;0;1;100%;0;0,00;11 Adrianna Szady ;Energa MKS Kalisz;25.01.2020Energa MKS Kalisz-2:3-Enea PTPS Pi≥a;25.01.2020, 18:30;2020/2021;zasadnicza;15
1;1;1;1;1;16;16;0;1;0,00;33;3;5;18;55%;9;27%;50;4;5;16;32%;0;0,00;12 Jovana VesoviÊ ;Energa MKS Kalisz;25.01.2020Energa MKS Kalisz-2:3-Enea PTPS Pi≥a;25.01.2020, 18:30;2020/2021;zasadnicza;15
*;4;;;;1;1;0;0;0,00;0;0;0;0;-;0;-;0;0;0;0;0%;1;0,50;14 Ewelina BrzeziÒska ;Energa MKS Kalisz;25.01.2020Energa MKS Kalisz-2:3-Enea PTPS Pi≥a;25.01.2020, 18:30;2020/2021;zasadnicza;15
*;*;*;;;0;0;0;0;0,00;0;0;0;0;-;0;-;0;0;0;0;0%;0;0,00;16 Klaudia Kulig (L);Energa MKS Kalisz;25.01.2020Energa MKS Kalisz-2:3-Enea PTPS Pi≥a;25.01.2020, 18:30;2020/2021;zasadnicza;15
*;*;*;*;*;0;0;0;0;0,00;24;0;6;15;63%;10;42%;0;0;0;0;0%;0;0,00;18 Justyna £ysiak (L);Energa MKS Kalisz;25.01.2020Energa MKS Kalisz-2:3-Enea PTPS Pi≥a;25.01.2020, 18:30;2020/2021;zasadnicza;15
3;3;3;4;3;13;17;2;2;0,40;5;0;0;3;60%;3;60%;13;0;1;6;46%;5;1,00;1 Judyta Gawlak ;Enea PTPS Pi≥a;25.01.2020Energa MKS Kalisz-2:3-Enea PTPS Pi≥a;25.01.2020, 18:30;2020/2021;zasadnicza;15
5;5;5;6;5;18;15;1;1;0,20;26;2;8;13;50%;8;31%;55;3;7;15;27%;2;0,40;2 Paula CzerwiÒska ;Enea PTPS Pi≥a;25.01.2020Energa MKS Kalisz-2:3-Enea PTPS Pi≥a;25.01.2020, 18:30;2020/2021;zasadnicza;15
6;6;6;1;6;5;12;0;2;0,00;0;0;0;0;-;0;-;10;1;0;3;30%;2;0,40;4 Karolina Bednarek ;Enea PTPS Pi≥a;25.01.2020Energa MKS Kalisz-2:3-Enea PTPS Pi≥a;25.01.2020, 18:30;2020/2021;zasadnicza;15
*;*;*;*;*;0;0;0;0;0,00;23;0;7;12;52%;9;39%;0;0;0;0;0%;0;0,00;8 Magdalena Saad (L);Enea PTPS Pi≥a;25.01.2020Energa MKS Kalisz-2:3-Enea PTPS Pi≥a;25.01.2020, 18:30;2020/2021;zasadnicza;15
;;;;;0;0;0;0;0,00;0;0;0;0;-;0;-;0;0;0;0;0%;0;0,00;11 Gabriela Ponikowska ;Enea PTPS Pi≥a;25.01.2020Energa MKS Kalisz-2:3-Enea PTPS Pi≥a;25.01.2020, 18:30;2020/2021;zasadnicza;15
;;;*;;0;0;0;0;0,00;0;0;0;0;-;0;-;0;0;0;0;0%;0;0,00;14 Emilia Szubert ;Enea PTPS Pi≥a;25.01.2020Energa MKS Kalisz-2:3-Enea PTPS Pi≥a;25.01.2020, 18:30;2020/2021;zasadnicza;15
4;4;4;5;4;23;18;0;2;0,00;0;0;0;0;-;0;-;50;4;3;21;42%;2;0,40;17 Aleksandra Kaza≥a ;Enea PTPS Pi≥a;25.01.2020Energa MKS Kalisz-2:3-Enea PTPS Pi≥a;25.01.2020, 18:30;2020/2021;zasadnicza;15
;;;;;0;0;0;0;0,00;0;0;0;0;-;0;-;0;0;0;0;0%;0;0,00;19 Marta Janiszewska ;Enea PTPS Pi≥a;25.01.2020Energa MKS Kalisz-2:3-Enea PTPS Pi≥a;25.01.2020, 18:30;2020/2021;zasadnicza;15
*;*;*;*;*;0;0;0;0;0,00;0;0;0;0;-;0;-;0;0;0;0;0%;0;0,00;20 Anna Paw≥owska (L);Enea PTPS Pi≥a;25.01.2020Energa MKS Kalisz-2:3-Enea PTPS Pi≥a;25.01.2020, 18:30;2020/2021;zasadnicza;15
2;2;2;3;2;8;17;1;1;0,20;45;2;12;26;58%;16;36%;36;5;3;7;19%;0;0,00;21 Oliwia Urban ;Enea PTPS Pi≥a;25.01.2020Energa MKS Kalisz-2:3-Enea PTPS Pi≥a;25.01.2020, 18:30;2020/2021;zasadnicza;15
1;1;1;2;1;2;18;0;0;0,00;0;0;0;0;-;0;-;2;0;0;0;0%;2;0,40;22 Sylwia Kucharska ;Enea PTPS Pi≥a;25.01.2020Energa MKS Kalisz-2:3-Enea PTPS Pi≥a;25.01.2020, 18:30;2020/2021;zasadnicza;15
;;;*;;0;1;0;0;0,00;0;0;0;0;-;0;-;2;0;1;0;0%;0;0,00;23 Øaneta Baran ;Enea PTPS Pi≥a;25.01.2020Energa MKS Kalisz-2:3-Enea PTPS Pi≥a;25.01.2020, 18:30;2020/2021;zasadnicza;15
2;2;2;;;5;13;2;0;0,67;0;0;0;0;-;0;-;3;0;0;3;100%;0;0,00;1 Eva Mori ;£KS Commercecon £Ûdü;26.01.2020£KS Commercecon £Ûdü-3:0-DPD Legionovia Legionowo;26.01.2020, 17:30;2020/2021;zasadnicza;15
1;1;1;;;10;12;0;2;0,00;1;1;0;0;0%;0;0%;15;1;1;9;60%;1;0,33;2 Ewa Kwiatkowska ;£KS Commercecon £Ûdü;26.01.2020£KS Commercecon £Ûdü-3:0-DPD Legionovia Legionowo;26.01.2020, 17:30;2020/2021;zasadnicza;15
;;;;;0;0;0;0;0,00;0;0;0;0;-;0;-;0;0;0;0;0%;0;0,00;4 Joanna Pacak ;£KS Commercecon £Ûdü;26.01.2020£KS Commercecon £Ûdü-3:0-DPD Legionovia Legionowo;26.01.2020, 17:30;2020/2021;zasadnicza;15
;;;;;0;0;0;0;0,00;0;0;0;0;-;0;-;0;0;0;0;0%;0;0,00;5 Natalia Skrzypkowska ;£KS Commercecon £Ûdü;26.01.2020£KS Commercecon £Ûdü-3:0-DPD Legionovia Legionowo;26.01.2020, 17:30;2020/2021;zasadnicza;15
6;6;6;;;12;13;0;0;0,00;14;2;6;6;43%;2;14%;25;3;1;11;44%;1;0,33;6 Aleksandra WÛjcik ;£KS Commercecon £Ûdü;26.01.2020£KS Commercecon £Ûdü-3:0-DPD Legionovia Legionowo;26.01.2020, 17:30;2020/2021;zasadnicza;15
;;;;;0;0;0;0;0,00;0;0;0;0;-;0;-;0;0;0;0;0%;0;0,00;7 Daria Szczyrba ;£KS Commercecon £Ûdü;26.01.2020£KS Commercecon £Ûdü-3:0-DPD Legionovia Legionowo;26.01.2020, 17:30;2020/2021;zasadnicza;15
3;3;3;;;13;8;0;1;0,00;25;3;12;10;40%;3;12%;24;2;1;10;42%;3;1,00;8 Katarina LazoviÊ ;£KS Commercecon £Ûdü;26.01.2020£KS Commercecon £Ûdü-3:0-DPD Legionovia Legionowo;26.01.2020, 17:30;2020/2021;zasadnicza;15
;;;;;0;0;0;0;0,00;0;0;0;0;-;0;-;0;0;0;0;0%;0;0,00;10 Klaudia Gajewska ;£KS Commercecon £Ûdü;26.01.2020£KS Commercecon £Ûdü-3:0-DPD Legionovia Legionowo;26.01.2020, 17:30;2020/2021;zasadnicza;15
5;5;5;;;12;13;2;1;0,67;1;0;0;1;100%;1;100%;30;3;4;10;33%;0;0,00;12 Monika Ga≥kowska ;£KS Commercecon £Ûdü;26.01.2020£KS Commercecon £Ûdü-3:0-DPD Legionovia Legionowo;26.01.2020, 17:30;2020/2021;zasadnicza;15
*;*;*;;;0;0;0;0;0,00;25;2;9;14;56%;8;32%;0;0;0;0;0%;0;0,00;13 Krystyna Strasz (L);£KS Commercecon £Ûdü;26.01.2020£KS Commercecon £Ûdü-3:0-DPD Legionovia Legionowo;26.01.2020, 17:30;2020/2021;zasadnicza;15
;;;;;0;0;0;0;0,00;0;0;0;0;-;0;-;0;0;0;0;0%;0;0,00;14 Izabela KowaliÒska ;£KS Commercecon £Ûdü;26.01.2020£KS Commercecon £Ûdü-3:0-DPD Legionovia Legionowo;26.01.2020, 17:30;2020/2021;zasadnicza;15
4;4;4;;;7;15;0;1;0,00;0;0;0;0;-;0;-;5;0;0;5;100%;2;0,67;15 Klaudia Alagierska-Szczepaniak ;£KS Commercecon £Ûdü;26.01.2020£KS Commercecon £Ûdü-3:0-DPD Legionovia Legionowo;26.01.2020, 17:30;2020/2021;zasadnicza;15
;;;;;0;0;0;0;0,00;0;0;0;0;-;0;-;0;0;0;0;0%;0;0,00;16 Anna Korabiec (L);£KS Commercecon £Ûdü;26.01.2020£KS Commercecon £Ûdü-3:0-DPD Legionovia Legionowo;26.01.2020, 17:30;2020/2021;zasadnicza;15
;;;;;0;0;0;0;0,00;0;0;0;0;-;0;-;0;0;0;0;0%;0;0,00;18 Valeria Caracuta ;£KS Commercecon £Ûdü;26.01.2020£KS Commercecon £Ûdü-3:0-DPD Legionovia Legionowo;26.01.2020, 17:30;2020/2021;zasadnicza;15
2;3;3;;;4;14;2;0;0,67;0;0;0;0;-;0;-;7;1;1;2;29%;0;0,00;1 Maja Tokarska ;DPD Legionovia Legionowo;26.01.2020£KS Commercecon £Ûdü-3:0-DPD Legionovia Legionowo;26.01.2020, 17:30;2020/2021;zasadnicza;15
;;;;;0;0;0;0;0,00;0;0;0;0;-;0;-;0;0;0;0;0%;0;0,00;2 Agata Plaga ;DPD Legionovia Legionowo;26.01.2020£KS Commercecon £Ûdü-3:0-DPD Legionovia Legionowo;26.01.2020, 17:30;2020/2021;zasadnicza;15
6;1;1;;;9;8;1;0;0,33;1;1;0;0;0%;0;0%;24;3;2;7;29%;1;0,33;3 Julie Oliveira Souza ;DPD Legionovia Legionowo;26.01.2020£KS Commercecon £Ûdü-3:0-DPD Legionovia Legionowo;26.01.2020, 17:30;2020/2021;zasadnicza;15
